,A & N Islands,Andhra Pradesh,Arunachal Pradesh,Assam,Bihar,Chandigarh,Chhattisgarh,Dadra & Nagar Haveli,Daman & Diu,Delhi,Goa,Gujarat,Haryana,Himachal Pradesh,Jammu & Kashmir,Jharkhand,Karnataka,Kerala,Ladakh,Lakshadweep,Madhya Pradesh,Maharashtra,Manipur,Meghalaya,Mizoram,Nagaland,Odisha,Puducherry,Punjab,Rajasthan,Sikkim,Tamil Naduv,Telangana,Tripura,Uttar Pradesh,Uttarakhand,West Bengal,Miscellaneous
20210424,"86,810","45,43,673","1,62,665","15,93,261","54,80,400","1,37,994","47,21,481","38,290","38,426","23,95,943","2,37,654","94,96,008","30,32,843","13,54,901","16,92,218","25,50,919","74,39,084","57,88,558","71,714","17,300","69,42,969","1,23,27,006","1,24,605","1,57,665","1,70,791","1,37,230","47,33,735","1,61,852","26,17,356","1,02,98,573","1,53,579","43,77,101","35,00,805","8,20,756","97,79,846","15,18,489","82,27,260","16,50,564"
20210425,"87,865","45,47,958","1,63,544","16,05,276","55,34,725","1,40,795","47,46,298","38,333","38,572","24,25,355","2,41,453","95,50,111","30,59,744","13,63,254","17,31,794","25,58,664","74,95,249","58,01,268","71,734","17,492","69,49,737","1,24,04,727","1,26,565","1,58,278","1,70,859","1,37,580","47,36,047","1,62,204","26,76,408","1,03,88,447","1,53,939","43,88,488","35,59,283","8,24,664","97,83,416","15,30,925","82,43,729","16,51,006"
20210426,"89,290","47,62,101","1,68,237","16,65,104","56,15,883","1,44,304","47,72,489","38,498","38,876","24,61,953","2,48,297","96,34,479","30,96,121","13,96,592","17,99,415","25,74,795","76,32,148","58,85,342","72,754","17,863","69,88,485","1,27,68,755","1,35,061","1,71,821","1,81,154","1,41,444","47,91,100","1,63,559","27,46,960","1,05,08,538","1,55,696","44,40,851","37,45,507","8,40,474","98,83,945","15,63,590","83,63,952","16,55,576"
20210427,"90,471","49,04,196","1,72,237","17,29,878","56,87,362","1,48,026","47,91,469","38,690","39,124","24,95,694","2,56,198","97,19,163","31,22,892","14,34,423","18,48,977","25,89,163","77,51,009","59,47,415","73,508","18,018","69,96,437","1,30,31,376","1,42,665","1,87,428","1,91,462","1,45,553","48,39,305","1,64,777","27,79,390","1,05,78,645","1,57,168","44,96,115","38,37,585","8,56,929","99,53,815","15,85,720","84,67,479","16,60,246"
20210428,"91,394","49,55,417","1,76,893","17,68,084","57,52,806","1,51,928","48,07,765","38,831","39,385","25,12,517","2,62,813","97,87,790","31,48,162","14,68,118","19,05,011","26,03,204","78,64,810","59,67,887","74,000","18,183","70,20,092","1,31,84,829","1,55,238","2,02,369","1,99,993","1,50,926","48,68,475","1,66,078","28,37,684","1,06,70,385","1,58,440","45,44,687","39,56,425","8,66,472","1,00,19,065","16,10,775","85,40,388","16,64,824"
20210429,"92,417","49,88,520","1,82,172","18,48,344","58,22,440","1,55,687","48,23,964","39,016","39,664","25,58,207","2,69,799","98,74,554","31,77,616","15,05,390","19,47,275","26,19,359","79,40,789","60,06,406","74,391","18,576","70,22,410","1,33,60,594","1,68,275","2,16,713","2,06,116","1,55,612","48,89,676","1,67,670","28,96,977","1,07,45,782","1,59,827","45,90,062","40,10,945","8,82,553","1,01,26,798","16,37,791","85,96,500","16,68,042"
20210430,"93,493","51,12,553","1,87,159","19,50,117","58,82,397","1,60,071","48,53,099","39,288","40,070","25,81,796","2,77,125","99,65,898","31,99,113","15,41,271","19,75,108","26,35,990","80,91,599","60,51,411","74,661","18,943","70,23,032","1,35,62,148","1,89,159","2,30,785","2,11,363","1,58,599","49,28,831","1,69,451","29,69,346","1,07,97,385","1,61,083","46,35,447","41,52,684","8,98,932","1,02,41,537","16,62,261","86,62,504","16,71,037"
20210501,"94,050","51,78,514","1,89,935","20,18,850","59,29,577","1,63,638","48,78,221","39,446","40,378","26,15,985","2,82,295","1,01,59,249","32,13,944","15,62,625","19,97,474","26,50,132","81,82,326","60,72,156","75,007","19,176","70,46,736","1,36,62,818","2,02,052","2,37,337","2,14,013","1,59,659","49,38,814","1,70,748","30,32,662","1,08,42,068","1,61,460","46,83,293","41,58,702","9,07,588","1,03,49,479","16,72,477","86,94,518","16,73,751"
20210502,"94,126","51,76,374","1,90,516","20,33,507","59,65,700","1,65,616","48,87,678","39,454","40,436","26,13,232","2,84,559","1,01,60,860","32,30,227","15,66,261","20,27,655","26,53,045","82,04,633","60,69,748","75,063","19,368","70,45,957","1,36,77,535","2,05,036","2,37,838","2,13,937","1,59,923","49,39,823","1,70,709","30,47,712","1,08,94,122","1,61,376","46,79,186","41,57,895","9,09,643","1,03,34,378","16,74,216","86,92,801","16,74,132"
20210503,"94,599","51,92,245","1,93,635","20,94,437","60,12,682","1,68,366","48,97,308","39,579","40,607","26,74,884","2,88,525","1,02,28,418","32,79,173","15,91,608","20,62,003","26,60,224","82,45,108","60,89,361","75,687","19,475","70,60,213","1,37,36,214","2,18,307","2,45,169","2,18,489","1,63,471","49,54,922","1,71,609","30,70,416","1,09,95,522","1,61,782","47,05,715","41,77,282","9,12,966","1,04,20,459","16,77,190","87,12,185","16,77,577"
20210504,"94,939","51,98,955","1,96,075","21,47,838","60,61,183","1,71,295","49,04,625","39,698","40,780","27,40,053","2,92,306","1,03,08,883","33,33,546","16,16,831","20,86,235","26,67,531","82,74,897","61,05,329","77,203","19,615","70,64,866","1,37,92,116","2,28,147","2,51,301","2,21,756","1,65,818","49,67,746","1,72,234","30,83,481","1,10,86,073","1,62,323","47,30,022","42,25,048","9,15,984","1,05,07,449","16,86,003","87,25,790","16,80,481"
20210505,"95,314","52,42,484","1,98,919","21,70,773","61,05,905","1,74,417","49,11,837","39,831","40,981","27,96,271","2,95,620","1,03,83,723","33,72,017","16,35,184","21,23,473","26,75,223","83,47,732","61,12,746","79,168","19,750","70,87,932","1,39,15,088","2,39,359","2,56,409","2,25,105","1,68,445","49,79,757","1,73,041","31,29,157","1,11,67,216","1,62,673","47,53,074","42,71,681","9,18,570","1,05,90,061","16,98,434","87,33,710","16,83,771"
20210506,"96,017","52,75,927","2,02,234","22,04,065","61,49,968","1,77,729","49,20,177","39,941","41,207","28,77,331","3,00,071","1,04,54,001","34,40,581","16,56,155","21,52,632","26,83,024","84,06,980","61,28,668","80,912","19,838","71,18,526","1,41,62,312","2,48,329","2,63,467","2,28,855","1,70,091","49,95,571","1,73,867","31,76,837","1,12,31,650","1,63,340","47,83,045","43,21,827","9,22,039","1,06,71,374","17,19,526","87,43,034","16,86,676"
20210507,"96,702","53,05,880","2,04,766","22,67,864","61,85,149","1,80,958","49,26,238","40,095","41,603","29,45,498","3,04,465","1,05,22,995","35,04,875","16,69,330","21,88,417","26,91,177","84,43,913","61,53,727","81,744","19,923","71,23,166","1,43,83,450","2,55,855","2,70,542","2,30,488","1,71,595","50,11,769","1,74,721","32,17,128","1,12,98,842","1,63,675","48,14,633","43,71,198","9,26,237","1,07,45,272","17,33,697","87,55,459","16,89,400"
20210508,"97,202","53,21,023","2,06,638","23,34,686","62,16,512","1,84,636","49,31,083","40,244","41,820","30,35,798","3,08,443","1,05,86,908","35,54,704","16,78,113","22,12,016","27,00,008","84,69,643","61,69,344","82,790","19,955","71,63,413","1,45,42,681","2,62,930","2,74,314","2,30,871","1,71,744","50,26,362","1,75,469","32,51,966","1,13,70,196","1,63,823","48,35,514","43,73,909","9,28,883","1,08,15,768","17,45,564","87,64,229","16,91,342"
20210509,"97,284","53,26,721","2,07,216","23,54,056","63,18,173","1,87,057","49,34,246","40,303","41,899","30,36,965","3,09,994","1,06,36,530","35,89,324","16,80,758","22,18,533","27,06,426","84,77,264","61,69,750","82,919","19,970","71,64,043","1,46,22,137","2,63,115","2,74,374","2,30,871","1,72,178","50,29,216","1,75,642","32,73,379","1,14,28,249","1,63,849","48,42,616","43,74,338","9,29,101","1,08,17,123","17,52,485","87,65,395","16,91,368"
20210510,"97,829","53,27,494","2,09,450","24,18,087","64,44,938","1,89,917","49,41,032","40,389","42,121","31,30,604","3,13,476","1,07,08,126","36,57,685","16,92,397","22,31,970","27,17,923","85,00,925","61,92,936","83,808","20,078","72,01,837","1,47,76,548","2,72,944","2,83,318","2,32,513","1,74,486","50,44,922","1,76,524","33,11,504","1,15,55,728","1,64,141","48,72,906","43,76,576","9,32,494","1,09,08,035","17,80,970","87,74,324","16,93,519"
20210511,"98,215","53,28,552","2,11,059","24,69,020","65,46,280","1,92,703","49,48,086","40,466","42,310","32,14,877","3,17,060","1,07,87,729","37,21,860","17,01,198","22,44,259","27,29,248","85,50,656","62,10,968","84,320","20,358","72,05,722","1,50,04,133","2,80,275","2,93,321","2,33,731","1,76,227","50,72,339","1,77,130","33,54,318","1,16,80,175","1,64,311","49,02,595","43,78,806","9,35,719","1,10,06,879","18,14,212","87,85,144","16,95,473"
20210512,"98,564","53,30,276","2,12,634","24,99,093","66,38,656","1,95,168","49,57,168","40,566","42,516","32,77,102","3,20,771","1,08,60,213","37,69,135","17,08,753","22,51,992","27,41,173","85,99,750","62,27,392","84,923","20,519","72,73,080","1,51,54,480","2,88,458","3,02,280","2,35,142","1,77,837","50,98,052","1,77,642","33,89,032","1,17,93,385","1,64,479","49,37,244","43,80,920","9,36,558","1,11,34,848","18,41,778","87,99,321","16,97,480"
20210513,"98,828","53,32,845","2,14,480","25,35,166","67,64,692","1,98,100","49,66,175","41,504","43,675","33,60,072","3,25,994","1,09,45,378","38,27,652","17,22,220","22,55,270","27,50,542","86,44,671","62,36,840","85,330","20,554","73,33,275","1,52,87,399","2,94,064","3,11,546","2,36,835","1,79,882","51,26,334","1,78,414","34,14,625","1,18,58,172","1,64,686","49,78,091","43,83,334","9,39,723","1,12,80,730","18,68,151","88,14,904","16,99,273"
20210514,"98,837","53,33,983","2,15,661","25,56,805","68,88,249","2,01,426","49,73,490","42,523","45,095","33,64,123","3,31,220","1,09,78,124","38,65,314","17,29,593","22,64,605","27,90,722","86,59,073","62,57,447","85,330","20,555","73,33,762","1,53,44,900","2,99,447","3,19,553","2,37,504","1,80,740","51,48,647","1,79,241","34,27,100","1,18,95,029","1,64,814","50,05,098","43,85,309","9,40,372","1,13,91,619","18,96,860","88,24,252","16,99,273"
20210515,"99,084","53,36,834","2,17,039","26,09,305","70,24,279","2,05,449","49,80,661","43,958","46,511","34,44,325","3,40,203","1,10,09,944","39,04,860","17,44,944","22,75,190","28,39,955","86,77,725","63,91,566","86,271","20,566","73,94,717","1,54,65,331","3,06,289","3,24,550","2,38,195","1,81,013","51,74,669","1,80,433","34,40,578","1,20,15,027","1,64,899","50,34,258","43,85,414","9,41,806","1,15,08,030","19,23,811","88,46,834","16,99,273"
20210516,"99,085","53,37,775","2,17,451","26,48,044","71,48,062","2,06,540","49,83,782","45,326","48,245","35,23,829","3,42,573","1,10,40,205","39,46,312","17,48,284","22,83,447","28,81,446","86,91,217","64,18,962","86,271","20,588","73,94,957","1,55,12,475","3,06,746","3,27,661","2,38,215","1,81,266","51,76,084","1,80,976","34,45,447","1,21,28,406","1,65,261","50,43,505","43,85,414","9,42,167","1,15,09,435","19,41,293","88,50,282","17,00,736"
20210517,"99,514","53,44,541","2,22,938","27,08,136","72,54,529","2,10,801","49,88,526","47,358","48,975","36,17,488","3,48,457","1,10,40,435","40,05,701","17,71,369","22,97,300","29,34,368","87,59,169","64,74,733","87,124","20,702","74,65,455","1,55,84,197","3,15,385","3,34,321","2,40,098","1,85,316","52,28,704","1,81,942","34,52,562","1,22,87,103","1,65,974","50,83,368","43,85,864","9,49,974","1,17,21,943","19,69,899","88,91,796","17,02,162"
20210518,"99,792","53,49,866","2,28,541","27,59,467","73,23,327","2,14,399","49,93,070","47,358","49,410","37,06,105","3,55,380","1,10,40,715","40,66,917","17,92,687","23,09,920","29,84,496","88,28,574","65,19,860","88,110","20,957","74,68,995","1,56,69,832","3,20,211","3,39,301","2,42,712","1,90,693","53,27,488","1,82,786","34,57,841","1,24,11,685","1,66,701","51,18,546","43,86,463","9,70,370","1,19,18,603","19,93,013","89,35,993","17,03,718"
20210519,"1,00,295","53,56,609","2,33,711","27,92,170","73,71,620","2,18,104","49,97,711","48,747","50,952","37,67,910","3,62,946","1,10,42,079","41,17,596","18,08,316","23,17,478","30,32,897","88,96,780","65,34,948","89,337","21,168","75,94,466","1,57,43,864","3,28,621","3,43,029","2,45,986","1,92,775","53,95,085","1,83,733","34,77,087","1,24,86,000","1,68,186","51,52,220","43,86,757","9,78,951","1,20,91,369","20,05,269","89,83,654","17,05,244"
20210520,"1,02,026","55,39,622","2,40,174","28,59,742","76,48,604","2,27,700","57,25,589","51,702","55,987","38,47,988","3,71,936","1,13,21,155","42,66,919","18,70,868","23,70,353","31,17,897","92,27,485","65,78,076","91,095","22,186","77,98,297","1,61,23,408","3,33,270","3,49,881","2,50,241","1,94,818","55,32,422","1,89,089","38,03,444","1,27,02,212","1,71,353","53,28,541","44,52,048","10,20,480","1,24,99,628","20,62,874","91,45,516","17,06,694"
20210521,"1,02,792","55,48,611","2,43,357","28,97,835","77,37,203","2,31,897","57,55,505","54,654","59,439","38,89,621","3,80,691","1,14,06,798","43,44,885","18,89,598","23,83,047","31,64,290","93,01,288","65,92,745","93,205","22,586","78,88,178","1,62,22,952","3,39,924","3,55,598","2,52,192","1,95,377","55,78,382","1,91,390","38,72,115","1,28,00,659","1,73,078","53,64,809","44,52,449","10,27,700","1,26,99,287","20,77,777","92,01,086","17,08,478"
20210522,"1,03,602","55,58,500","2,45,141","29,37,340","77,87,248","2,37,552","57,81,423","57,883","62,453","39,34,347","3,89,208","1,15,03,498","44,05,946","19,01,107","24,17,120","31,99,634","93,98,118","66,21,927","94,804","23,057","80,23,061","1,63,24,914","3,43,656","3,60,213","2,52,195","1,95,477","56,59,104","1,93,724","39,64,961","1,29,14,866","1,74,661","54,10,694","44,52,963","10,44,024","1,28,97,520","20,91,453","92,72,120","17,09,757"
20210523,"1,03,987","55,65,294","2,45,968","29,72,428","79,45,059","2,40,743","57,97,691","60,213","64,775","39,40,310","3,90,864","1,15,96,019","44,39,693","19,03,308","24,35,402","32,43,536","94,68,279","66,27,947","94,876","24,207","81,96,353","1,63,70,365","3,43,680","3,61,472","2,52,190","1,95,650","56,75,171","1,95,178","40,21,416","1,30,03,735","1,74,662","54,28,324","44,53,573","10,46,759","1,29,10,356","21,02,378","93,28,620","17,09,768"
20210524,"1,04,438","56,57,588","2,48,977","30,33,982","81,25,409","2,45,777","58,16,399","62,989","67,917","39,80,899","3,96,582","1,17,60,578","45,31,426","19,24,861","24,70,791","32,91,555","96,11,607","66,81,079","96,799","24,344","84,06,437","1,66,07,417","3,50,818","3,66,491","2,53,879","2,01,514","57,82,898","1,97,946","40,76,224","1,31,43,982","1,75,952","55,07,034","44,54,220","10,52,913","1,31,80,187","21,25,998","95,06,287","17,11,180"
20210525,"1,05,123","57,81,754","2,50,445","30,90,486","82,38,708","2,48,680","58,30,242","65,420","71,456","40,14,576","4,02,383","1,19,30,254","45,96,092","19,43,115","25,06,549","33,28,050","97,48,053","67,36,439","99,023","24,383","84,12,107","1,67,91,838","3,54,004","3,72,110","2,55,368","2,07,799","58,76,860","2,00,454","41,08,914","1,32,32,595","1,77,224","56,79,909","44,62,036","10,58,049","1,34,36,943","21,47,406","96,50,872","17,13,874"
20210526,"1,05,932","60,76,647","2,51,246","31,21,334","83,09,462","2,50,116","58,43,954","67,689","75,070","40,45,357","4,08,278","1,20,95,693","46,45,105","19,50,294","25,54,142","33,50,298","99,38,507","67,67,010","1,01,179","24,445","84,14,188","1,69,20,616","3,65,745","3,75,497","2,56,097","2,08,821","59,26,992","2,03,180","41,42,075","1,33,05,224","1,78,314","59,40,657","44,76,636","10,60,345","1,36,81,405","21,55,996","97,17,657","17,14,125"
20210527,"106,543","6,646,051","252,177","3,162,510","8,356,625","255,005","5,856,511","70,128","78,394","4,078,916","414,064","12,265,993","4,710,972","1,971,768","2,613,736","3,364,585","10,151,884","6,878,833","107,108","24,487","8,635,394","17,181,179","368,787","380,820","257,521","209,583","6,024,028","205,967","4,165,757","13,361,360","179,062","6,230,848","4,494,535","1,062,996","13,948,710","2,174,819","9,886,306","1,716,130"
20210528,"1,07,301","70,75,808","2,53,267","32,03,869","83,86,351","2,59,618","58,69,748","72,552","82,142","40,99,366","4,20,094","1,24,46,432","47,69,161","19,85,472","26,62,281","33,91,076","1,03,90,751","70,21,207","1,12,811","24,725","88,52,109","1,74,26,603","3,73,859","3,85,582","2,60,316","2,10,301","61,38,143","2,09,110","41,80,268","1,34,74,390","1,79,121","65,23,932","45,73,867","10,67,107","1,42,43,499","21,92,106","1,01,37,192","17,17,716"
20210529,"1,08,314","72,70,166","2,54,387","32,46,474","84,30,150","2,64,562","58,78,553","75,447","85,190","41,38,523","4,26,504","1,26,29,180","48,15,133","19,96,121","26,99,374","34,23,927","1,06,21,578","71,60,260","1,16,833","25,237","90,95,772","1,76,99,104","3,80,673","3,89,325","2,62,293","2,10,545","62,36,232","2,12,331","42,16,868","1,36,66,242","1,79,179","67,82,968","46,67,791","10,80,642","1,45,42,802","22,07,776","1,04,03,305","17,17,716"
20210530,"1,08,556","72,82,314","2,54,719","32,64,939","84,65,262","2,68,422","58,84,836","76,543","87,262","41,47,862","4,29,365","1,27,85,874","48,39,906","19,97,445","27,21,398","34,50,499","1,07,03,028","71,80,189","1,16,853","25,903","91,12,557","1,77,74,757","3,80,866","3,89,872","2,62,364","2,10,628","62,55,145","2,14,450","42,44,474","1,37,63,262","1,79,179","68,72,673","47,31,033","10,94,440","1,45,58,288","22,17,786","1,05,42,706","17,17,716"
20210531,"1,09,084","73,50,968","2,55,589","33,04,145","85,14,462","2,74,422","58,92,189","78,964","91,091","41,85,072","4,33,834","1,29,58,838","48,91,726","20,22,506","27,54,337","34,83,409","1,09,24,013","73,34,216","1,22,247","26,727","93,75,056","1,80,05,790","3,87,473","3,91,357","2,64,123","2,16,970","63,78,928","2,17,963","42,74,207","1,38,97,166","1,79,263","70,61,570","47,96,912","11,03,052","1,48,51,890","22,34,626","1,08,34,957","17,21,024"
20210601,"1,09,815","75,43,454","2,58,147","33,36,812","85,60,053","2,80,190","58,97,444","81,244","94,713","42,19,039","4,38,255","1,31,21,339","49,52,721","20,37,219","27,83,305","35,11,232","1,11,25,563","74,82,792","1,26,904","27,658","93,91,831","1,82,16,503","3,91,758","3,93,522","2,65,115","2,22,998","64,77,001","2,21,199","43,02,436","1,39,85,177","1,79,311","71,85,963","48,69,942","11,07,254","1,51,73,873","22,47,605","1,10,71,085","17,21,024"
20210602,"1,10,314","76,78,110","2,64,766","33,58,720","86,07,110","2,85,640","59,01,876","83,290","98,314","42,49,118","4,42,339","1,32,69,427","50,21,542","20,48,775","28,12,550","35,42,691","1,13,51,062","75,72,660","1,30,679","28,367","96,75,450","1,84,00,557","3,99,135","3,95,157","2,65,606","2,25,133","65,45,385","2,24,480","43,31,088","1,40,80,570","1,79,424","72,77,828","49,35,543","11,10,591","1,55,01,696","22,59,267","1,12,78,440","17,22,460"
20210603,"1,10,997","77,83,529","2,72,795","33,92,200","87,62,804","2,91,534","59,05,382","85,627","1,00,106","42,87,731","4,48,098","1,34,27,146","50,92,260","20,60,033","28,41,054","35,79,293","1,15,92,270","77,21,315","1,34,121","29,382","1,00,38,819","1,86,12,983","4,01,826","3,97,435","2,67,025","2,27,781","66,16,809","2,27,735","43,61,990","1,41,66,855","1,79,599","75,44,779","50,26,935","11,16,702","1,58,69,421","22,76,549","1,15,11,500","17,23,677"
20210604,"1,11,498","81,28,796","2,84,306","34,28,393","89,38,004","2,96,949","59,11,330","88,283","1,01,422","43,23,413","4,55,963","1,36,63,544","51,47,720","20,75,437","28,67,361","36,44,852","1,18,89,838","78,78,459","1,37,687","30,367","1,03,95,417","1,89,40,778","4,12,336","4,00,160","2,71,065","2,29,598","67,00,223","2,30,476","44,12,261","1,42,88,985","1,79,775","77,83,926","51,22,466","11,23,271","1,62,42,637","23,01,283","1,17,89,618","17,24,441"
20210605,"1,11,961","82,15,573","2,94,099","34,66,499","90,77,246","3,02,559","59,15,463","90,999","1,05,911","43,66,392","4,67,373","1,39,00,202","51,99,851","20,88,829","28,94,604","37,28,811","1,21,90,088","80,46,801","1,40,354","31,303","1,07,91,179","1,92,51,016","4,21,326","4,02,269","2,72,303","2,29,807","67,72,575","2,34,681","44,64,974","1,44,27,646","1,79,854","79,13,888","52,60,886","11,27,414","1,66,07,371","23,37,978","1,20,83,132","17,25,285"
20210606,"1,11,969","82,75,784","2,98,065","34,87,964","91,75,179","3,04,610","59,47,825","90,999","1,06,388","43,81,431","4,73,993","1,41,10,492","52,19,312","20,90,059","29,08,199","38,02,739","1,23,14,441","80,96,639","1,40,358","32,074","1,09,17,343","1,93,31,541","4,21,435","4,02,277","2,72,304","2,30,387","67,85,482","2,37,177","44,99,267","1,44,91,952","1,80,005","79,60,545","53,77,158","11,28,411","1,66,25,016","23,61,977","1,21,98,576","17,25,400"
20210607,"1,12,476","84,08,633","3,05,911","35,32,489","92,67,055","3,07,859","59,80,265","93,806","1,09,292","44,15,335","4,84,965","1,43,37,549","52,67,430","21,01,788","29,29,158","38,58,263","1,25,87,116","82,88,579","1,42,933","33,294","1,12,90,689","1,95,59,193","4,33,393","4,03,754","2,76,294","2,39,503","69,30,830","2,42,308","45,40,077","1,45,87,044","1,80,250","80,16,934","55,39,018","11,32,250","1,70,55,927","23,95,248","1,24,82,843","17,25,996"
20210608,"1,12,875","84,49,909","3,11,171","35,88,430","93,49,563","3,09,316","60,04,099","96,506","1,12,538","44,41,272","4,95,213","1,45,60,225","53,08,737","21,14,235","29,51,221","39,11,567","1,28,15,591","84,88,444","1,44,363","34,567","1,13,51,568","1,97,48,461","4,40,356","4,04,751","2,79,876","2,49,337","70,58,166","2,47,905","45,96,510","1,47,23,621","1,80,911","80,60,098","57,04,303","11,35,563","1,74,71,652","24,28,067","1,27,30,150","17,25,996"
20210609,"1,13,196","86,27,811","3,16,900","36,22,048","95,24,795","3,11,657","60,20,857","98,673","1,15,288","44,67,395","5,03,758","1,47,87,186","53,92,205","21,22,847","29,73,516","39,68,097","1,30,45,252","86,22,255","1,46,102","35,731","1,17,03,033","2,00,07,070","4,51,274","4,05,604","2,83,167","2,59,990","71,77,475","2,53,231","46,25,706","1,51,79,151","1,84,523","81,07,953","58,86,806","11,37,676","1,78,64,149","24,65,354","1,29,48,388","17,26,826"
20210610,"1,14,083","88,75,588","3,21,595","36,92,774","97,04,625","3,13,830","60,30,719","1,01,062","1,17,785","45,17,655","5,11,201","1,50,03,482","55,05,857","21,30,836","30,02,894","40,32,279","1,32,75,211","87,59,501","1,48,627","36,514","1,18,69,735","2,01,99,896","4,56,059","4,07,946","2,87,688","2,67,970","72,18,256","2,59,104","46,48,958","1,55,13,737","1,92,499","81,46,496","60,57,522","11,40,843","1,82,70,797","25,15,088","1,31,35,205","17,27,657"
20210611,"1,14,829","90,66,361","3,26,434","37,66,639","98,72,064","3,19,653","60,36,342","1,05,158","1,23,242","45,78,721","5,16,651","1,52,38,444","55,97,402","21,40,648","30,33,379","41,18,741","1,35,71,091","88,65,165","1,51,773","37,711","1,18,90,392","2,04,04,510","4,63,537","4,17,657","2,90,811","2,76,976","72,88,993","2,64,593","47,00,630","1,59,56,804","2,05,108","82,03,122","62,59,168","11,42,891","1,87,05,919","25,57,107","1,33,53,003","17,28,480"
20210612,"1,15,686","92,31,093","3,31,398","38,37,392","1,00,20,239","3,25,378","60,48,340","1,09,948","1,30,273","46,33,790","5,23,488","1,54,92,980","56,73,819","21,51,461","30,64,681","42,05,847","1,38,46,875","89,28,702","1,53,676","39,097","1,19,44,203","2,06,46,972","4,65,952","4,26,960","2,91,725","2,80,485","73,36,124","2,71,500","47,92,448","1,62,55,404","2,13,666","84,86,924","64,63,957","11,46,919","1,91,41,183","25,89,789","1,35,46,001","17,29,086"
20210613,"1,15,688","93,06,916","3,35,535","38,78,327","1,01,06,377","3,29,275","60,52,670","1,10,018","1,30,516","46,45,751","5,40,700","1,56,97,737","57,04,961","21,51,620","30,93,150","42,99,448","1,39,43,769","89,74,431","1,53,677","39,686","1,19,79,616","2,07,27,966","4,66,390","4,28,457","2,91,725","2,83,720","73,44,019","2,73,909","48,25,739","1,63,63,858","2,13,698","86,91,807","66,11,795","11,47,923","1,91,60,094","26,20,670","1,35,98,946","17,29,088"
