,dateymd,confirmed_AP_and_Telangana,recovered_AP_and_Telangana,deaths_AP_and_Telangana,Dose1_AP_and_Telangana,Dose2_AP_and_Telangana,retail_and_recreation_percent_change_from_baseline_AP_and_Telangana,grocery_and_pharmacy_percent_change_from_baseline_AP_and_Telangana,parks_percent_change_from_baseline_AP_and_Telangana,transit_stations_percent_change_from_baseline_AP_and_Telangana,workplaces_percent_change_from_baseline_AP_and_Telangana,residential_percent_change_from_baseline_AP_and_Telangana,visit_AP_and_Telangana,staying_AP_and_Telangana,confirmed_Arunahal Pradeh,recovered_Arunahal Pradeh,deaths_Arunahal Pradeh,Dose1_Arunahal Pradeh,Dose2_Arunahal Pradeh,retail_and_recreation_percent_change_from_baseline_Arunahal Pradeh,grocery_and_pharmacy_percent_change_from_baseline_Arunahal Pradeh,parks_percent_change_from_baseline_Arunahal Pradeh,transit_stations_percent_change_from_baseline_Arunahal Pradeh,workplaces_percent_change_from_baseline_Arunahal Pradeh,residential_percent_change_from_baseline_Arunahal Pradeh,visit_Arunahal Pradeh,staying_Arunahal Pradeh,confirmed_Aam,recovered_Aam,deaths_Aam,Dose1_Aam,Dose2_Aam,retail_and_recreation_percent_change_from_baseline_Aam,grocery_and_pharmacy_percent_change_from_baseline_Aam,parks_percent_change_from_baseline_Aam,transit_stations_percent_change_from_baseline_Aam,workplaces_percent_change_from_baseline_Aam,residential_percent_change_from_baseline_Aam,visit_Aam,staying_Aam,confirmed_Bihar,recovered_Bihar,deaths_Bihar,Dose1_Bihar,Dose2_Bihar,retail_and_recreation_percent_change_from_baseline_Bihar,grocery_and_pharmacy_percent_change_from_baseline_Bihar,parks_percent_change_from_baseline_Bihar,transit_stations_percent_change_from_baseline_Bihar,workplaces_percent_change_from_baseline_Bihar,residential_percent_change_from_baseline_Bihar,visit_Bihar,staying_Bihar,confirmed_Chandigarh,recovered_Chandigarh,deaths_Chandigarh,Dose1_Chandigarh,Dose2_Chandigarh,retail_and_recreation_percent_change_from_baseline_Chandigarh,grocery_and_pharmacy_percent_change_from_baseline_Chandigarh,parks_percent_change_from_baseline_Chandigarh,transit_stations_percent_change_from_baseline_Chandigarh,workplaces_percent_change_from_baseline_Chandigarh,residential_percent_change_from_baseline_Chandigarh,visit_Chandigarh,staying_Chandigarh,confirmed_Chhattigarh,recovered_Chhattigarh,deaths_Chhattigarh,Dose1_Chhattigarh,Dose2_Chhattigarh,retail_and_recreation_percent_change_from_baseline_Chhattigarh,grocery_and_pharmacy_percent_change_from_baseline_Chhattigarh,parks_percent_change_from_baseline_Chhattigarh,transit_stations_percent_change_from_baseline_Chhattigarh,workplaces_percent_change_from_baseline_Chhattigarh,residential_percent_change_from_baseline_Chhattigarh,visit_Chhattigarh,staying_Chhattigarh,confirmed_Daman & Diu,recovered_Daman & Diu,deaths_Daman & Diu,Dose1_Daman & Diu,Dose2_Daman & Diu,retail_and_recreation_percent_change_from_baseline_Daman & Diu,grocery_and_pharmacy_percent_change_from_baseline_Daman & Diu,parks_percent_change_from_baseline_Daman & Diu,transit_stations_percent_change_from_baseline_Daman & Diu,workplaces_percent_change_from_baseline_Daman & Diu,residential_percent_change_from_baseline_Daman & Diu,visit_Daman & Diu,staying_Daman & Diu,confirmed_Delhi,recovered_Delhi,deaths_Delhi,Dose1_Delhi,Dose2_Delhi,retail_and_recreation_percent_change_from_baseline_Delhi,grocery_and_pharmacy_percent_change_from_baseline_Delhi,parks_percent_change_from_baseline_Delhi,transit_stations_percent_change_from_baseline_Delhi,workplaces_percent_change_from_baseline_Delhi,residential_percent_change_from_baseline_Delhi,visit_Delhi,staying_Delhi,confirmed_Goa,recovered_Goa,deaths_Goa,Dose1_Goa,Dose2_Goa,retail_and_recreation_percent_change_from_baseline_Goa,grocery_and_pharmacy_percent_change_from_baseline_Goa,parks_percent_change_from_baseline_Goa,transit_stations_percent_change_from_baseline_Goa,workplaces_percent_change_from_baseline_Goa,residential_percent_change_from_baseline_Goa,visit_Goa,staying_Goa,confirmed_Gujarat,recovered_Gujarat,deaths_Gujarat,Dose1_Gujarat,Dose2_Gujarat,retail_and_recreation_percent_change_from_baseline_Gujarat,grocery_and_pharmacy_percent_change_from_baseline_Gujarat,parks_percent_change_from_baseline_Gujarat,transit_stations_percent_change_from_baseline_Gujarat,workplaces_percent_change_from_baseline_Gujarat,residential_percent_change_from_baseline_Gujarat,visit_Gujarat,staying_Gujarat,confirmed_Haryana,recovered_Haryana,deaths_Haryana,Dose1_Haryana,Dose2_Haryana,retail_and_recreation_percent_change_from_baseline_Haryana,grocery_and_pharmacy_percent_change_from_baseline_Haryana,parks_percent_change_from_baseline_Haryana,transit_stations_percent_change_from_baseline_Haryana,workplaces_percent_change_from_baseline_Haryana,residential_percent_change_from_baseline_Haryana,visit_Haryana,staying_Haryana,confirmed_Himahal Pradeh,recovered_Himahal Pradeh,deaths_Himahal Pradeh,Dose1_Himahal Pradeh,Dose2_Himahal Pradeh,retail_and_recreation_percent_change_from_baseline_Himahal Pradeh,grocery_and_pharmacy_percent_change_from_baseline_Himahal Pradeh,parks_percent_change_from_baseline_Himahal Pradeh,transit_stations_percent_change_from_baseline_Himahal Pradeh,workplaces_percent_change_from_baseline_Himahal Pradeh,residential_percent_change_from_baseline_Himahal Pradeh,visit_Himahal Pradeh,staying_Himahal Pradeh,confirmed_Jammu & Kahmir,recovered_Jammu & Kahmir,deaths_Jammu & Kahmir,Dose1_Jammu & Kahmir,Dose2_Jammu & Kahmir,retail_and_recreation_percent_change_from_baseline_Jammu & Kahmir,grocery_and_pharmacy_percent_change_from_baseline_Jammu & Kahmir,parks_percent_change_from_baseline_Jammu & Kahmir,transit_stations_percent_change_from_baseline_Jammu & Kahmir,workplaces_percent_change_from_baseline_Jammu & Kahmir,residential_percent_change_from_baseline_Jammu & Kahmir,visit_Jammu & Kahmir,staying_Jammu & Kahmir,confirmed_Jharkhand,recovered_Jharkhand,deaths_Jharkhand,Dose1_Jharkhand,Dose2_Jharkhand,retail_and_recreation_percent_change_from_baseline_Jharkhand,grocery_and_pharmacy_percent_change_from_baseline_Jharkhand,parks_percent_change_from_baseline_Jharkhand,transit_stations_percent_change_from_baseline_Jharkhand,workplaces_percent_change_from_baseline_Jharkhand,residential_percent_change_from_baseline_Jharkhand,visit_Jharkhand,staying_Jharkhand,confirmed_Karnataka,recovered_Karnataka,deaths_Karnataka,Dose1_Karnataka,Dose2_Karnataka,retail_and_recreation_percent_change_from_baseline_Karnataka,grocery_and_pharmacy_percent_change_from_baseline_Karnataka,parks_percent_change_from_baseline_Karnataka,transit_stations_percent_change_from_baseline_Karnataka,workplaces_percent_change_from_baseline_Karnataka,residential_percent_change_from_baseline_Karnataka,visit_Karnataka,staying_Karnataka,confirmed_Kerala,recovered_Kerala,deaths_Kerala,Dose1_Kerala,Dose2_Kerala,retail_and_recreation_percent_change_from_baseline_Kerala,grocery_and_pharmacy_percent_change_from_baseline_Kerala,parks_percent_change_from_baseline_Kerala,transit_stations_percent_change_from_baseline_Kerala,workplaces_percent_change_from_baseline_Kerala,residential_percent_change_from_baseline_Kerala,visit_Kerala,staying_Kerala,confirmed_Madhya Pradeh,recovered_Madhya Pradeh,deaths_Madhya Pradeh,Dose1_Madhya Pradeh,Dose2_Madhya Pradeh,retail_and_recreation_percent_change_from_baseline_Madhya Pradeh,grocery_and_pharmacy_percent_change_from_baseline_Madhya Pradeh,parks_percent_change_from_baseline_Madhya Pradeh,transit_stations_percent_change_from_baseline_Madhya Pradeh,workplaces_percent_change_from_baseline_Madhya Pradeh,residential_percent_change_from_baseline_Madhya Pradeh,visit_Madhya Pradeh,staying_Madhya Pradeh,confirmed_Maharahtra,recovered_Maharahtra,deaths_Maharahtra,Dose1_Maharahtra,Dose2_Maharahtra,retail_and_recreation_percent_change_from_baseline_Maharahtra,grocery_and_pharmacy_percent_change_from_baseline_Maharahtra,parks_percent_change_from_baseline_Maharahtra,transit_stations_percent_change_from_baseline_Maharahtra,workplaces_percent_change_from_baseline_Maharahtra,residential_percent_change_from_baseline_Maharahtra,visit_Maharahtra,staying_Maharahtra,confirmed_Manipur,recovered_Manipur,deaths_Manipur,Dose1_Manipur,Dose2_Manipur,retail_and_recreation_percent_change_from_baseline_Manipur,grocery_and_pharmacy_percent_change_from_baseline_Manipur,parks_percent_change_from_baseline_Manipur,transit_stations_percent_change_from_baseline_Manipur,workplaces_percent_change_from_baseline_Manipur,residential_percent_change_from_baseline_Manipur,visit_Manipur,staying_Manipur,confirmed_Meghalaya,recovered_Meghalaya,deaths_Meghalaya,Dose1_Meghalaya,Dose2_Meghalaya,retail_and_recreation_percent_change_from_baseline_Meghalaya,grocery_and_pharmacy_percent_change_from_baseline_Meghalaya,parks_percent_change_from_baseline_Meghalaya,transit_stations_percent_change_from_baseline_Meghalaya,workplaces_percent_change_from_baseline_Meghalaya,residential_percent_change_from_baseline_Meghalaya,visit_Meghalaya,staying_Meghalaya,confirmed_Mizoram,recovered_Mizoram,deaths_Mizoram,Dose1_Mizoram,Dose2_Mizoram,retail_and_recreation_percent_change_from_baseline_Mizoram,grocery_and_pharmacy_percent_change_from_baseline_Mizoram,parks_percent_change_from_baseline_Mizoram,transit_stations_percent_change_from_baseline_Mizoram,workplaces_percent_change_from_baseline_Mizoram,residential_percent_change_from_baseline_Mizoram,visit_Mizoram,staying_Mizoram,confirmed_Nagaland,recovered_Nagaland,deaths_Nagaland,Dose1_Nagaland,Dose2_Nagaland,retail_and_recreation_percent_change_from_baseline_Nagaland,grocery_and_pharmacy_percent_change_from_baseline_Nagaland,parks_percent_change_from_baseline_Nagaland,transit_stations_percent_change_from_baseline_Nagaland,workplaces_percent_change_from_baseline_Nagaland,residential_percent_change_from_baseline_Nagaland,visit_Nagaland,staying_Nagaland,confirmed_Odiha,recovered_Odiha,deaths_Odiha,Dose1_Odiha,Dose2_Odiha,retail_and_recreation_percent_change_from_baseline_Odiha,grocery_and_pharmacy_percent_change_from_baseline_Odiha,parks_percent_change_from_baseline_Odiha,transit_stations_percent_change_from_baseline_Odiha,workplaces_percent_change_from_baseline_Odiha,residential_percent_change_from_baseline_Odiha,visit_Odiha,staying_Odiha,confirmed_Puduherry,recovered_Puduherry,deaths_Puduherry,Dose1_Puduherry,Dose2_Puduherry,retail_and_recreation_percent_change_from_baseline_Puduherry,grocery_and_pharmacy_percent_change_from_baseline_Puduherry,parks_percent_change_from_baseline_Puduherry,transit_stations_percent_change_from_baseline_Puduherry,workplaces_percent_change_from_baseline_Puduherry,residential_percent_change_from_baseline_Puduherry,visit_Puduherry,staying_Puduherry,confirmed_Punjab,recovered_Punjab,deaths_Punjab,Dose1_Punjab,Dose2_Punjab,retail_and_recreation_percent_change_from_baseline_Punjab,grocery_and_pharmacy_percent_change_from_baseline_Punjab,parks_percent_change_from_baseline_Punjab,transit_stations_percent_change_from_baseline_Punjab,workplaces_percent_change_from_baseline_Punjab,residential_percent_change_from_baseline_Punjab,visit_Punjab,staying_Punjab,confirmed_Rajathan,recovered_Rajathan,deaths_Rajathan,Dose1_Rajathan,Dose2_Rajathan,retail_and_recreation_percent_change_from_baseline_Rajathan,grocery_and_pharmacy_percent_change_from_baseline_Rajathan,parks_percent_change_from_baseline_Rajathan,transit_stations_percent_change_from_baseline_Rajathan,workplaces_percent_change_from_baseline_Rajathan,residential_percent_change_from_baseline_Rajathan,visit_Rajathan,staying_Rajathan,confirmed_Sikkim,recovered_Sikkim,deaths_Sikkim,Dose1_Sikkim,Dose2_Sikkim,retail_and_recreation_percent_change_from_baseline_Sikkim,grocery_and_pharmacy_percent_change_from_baseline_Sikkim,parks_percent_change_from_baseline_Sikkim,transit_stations_percent_change_from_baseline_Sikkim,workplaces_percent_change_from_baseline_Sikkim,residential_percent_change_from_baseline_Sikkim,visit_Sikkim,staying_Sikkim,confirmed_Tamil Nadu,recovered_Tamil Nadu,deaths_Tamil Nadu,Dose1_Tamil Nadu,Dose2_Tamil Nadu,retail_and_recreation_percent_change_from_baseline_Tamil Nadu,grocery_and_pharmacy_percent_change_from_baseline_Tamil Nadu,parks_percent_change_from_baseline_Tamil Nadu,transit_stations_percent_change_from_baseline_Tamil Nadu,workplaces_percent_change_from_baseline_Tamil Nadu,residential_percent_change_from_baseline_Tamil Nadu,visit_Tamil Nadu,staying_Tamil Nadu,confirmed_Tripura,recovered_Tripura,deaths_Tripura,Dose1_Tripura,Dose2_Tripura,retail_and_recreation_percent_change_from_baseline_Tripura,grocery_and_pharmacy_percent_change_from_baseline_Tripura,parks_percent_change_from_baseline_Tripura,transit_stations_percent_change_from_baseline_Tripura,workplaces_percent_change_from_baseline_Tripura,residential_percent_change_from_baseline_Tripura,visit_Tripura,staying_Tripura,confirmed_Uttar Pradeh,recovered_Uttar Pradeh,deaths_Uttar Pradeh,Dose1_Uttar Pradeh,Dose2_Uttar Pradeh,retail_and_recreation_percent_change_from_baseline_Uttar Pradeh,grocery_and_pharmacy_percent_change_from_baseline_Uttar Pradeh,parks_percent_change_from_baseline_Uttar Pradeh,transit_stations_percent_change_from_baseline_Uttar Pradeh,workplaces_percent_change_from_baseline_Uttar Pradeh,residential_percent_change_from_baseline_Uttar Pradeh,visit_Uttar Pradeh,staying_Uttar Pradeh,confirmed_Uttarakhand,recovered_Uttarakhand,deaths_Uttarakhand,Dose1_Uttarakhand,Dose2_Uttarakhand,retail_and_recreation_percent_change_from_baseline_Uttarakhand,grocery_and_pharmacy_percent_change_from_baseline_Uttarakhand,parks_percent_change_from_baseline_Uttarakhand,transit_stations_percent_change_from_baseline_Uttarakhand,workplaces_percent_change_from_baseline_Uttarakhand,residential_percent_change_from_baseline_Uttarakhand,visit_Uttarakhand,staying_Uttarakhand,confirmed_Wet Bengal,recovered_Wet Bengal,deaths_Wet Bengal,Dose1_Wet Bengal,Dose2_Wet Bengal,retail_and_recreation_percent_change_from_baseline_Wet Bengal,grocery_and_pharmacy_percent_change_from_baseline_Wet Bengal,parks_percent_change_from_baseline_Wet Bengal,transit_stations_percent_change_from_baseline_Wet Bengal,workplaces_percent_change_from_baseline_Wet Bengal,residential_percent_change_from_baseline_Wet Bengal,visit_Wet Bengal,staying_Wet Bengal
0,20201001,8965,9771,49,0,0,-49.31079238,9.275358572,-46,-21.41384905,-29.20773571,11.24154714,-0.188019981,0.145435769,224,159,0,0,0,-55,-10,-6,-37,-31,1,-0.166653361,0.201647925,1585,1904,14,0,0,-33,-8,-26,-26,-19,10,-0.160144047,0.165104751,1370,1242,2,0,0,-25,12,-21,-15,-13,6,-0.168471596,0.174775784,119,196,2,0,0,-44,-24,-56,-39,-33,10,-0.21212,0.17835,2551,2981,29,0,0,-38,10,-48,-34,-26,11,-0.198469494,0.162099893,0,0,0,0,0,-38,-7,-57,-15,-23,7,-0.15681,0.12374,3037,3167,40,0,0,-41,-10,-60,-33,-35,11,-0.2027,0.21486,524,400,12,0,0,-50,-19,-68,-36,-29,11,-0.216694666,0.159294401,1350,1334,10,0,0,-39,-4,-54,-20,-24,10,-0.152674411,0.129825451,1313,2161,20,0,0,-32,2,-62,-28,-27,9,-0.126268426,0.13617359,243,218,9,0,0,-29,9,-34,-1,-19,5,-0.13527651,0.16721411,1093,1680,17,0,0,148,342,215,350,128,7,0.049840972,0.173921855,1013,1119,8,0,0,-36,-2,-36,-28,-17,10,-0.178473693,0.173446417,10070,7144,130,0,0,-41,5,-55,-22,-39,14,-0.150008047,0.12835692,8135,2828,29,0,0,-45,5,-23,-26,-27,12,-0.191412091,0.187222702,2041,2545,20,0,0,-36,3,-53,-18,-22,10,-0.162226098,0.138374953,16476,16104,394,0,0,-49,-4,-57,-37,-41,17,-0.201867022,0.151519946,128,181,1,0,0,-47,-25,-27,-6,-30,8,-0.195111848,0.234270844,163,26,2,0,0,-43,-34,-41,-6,-17,11,-0.206658376,0.198254936,32,123,0,0,0,-43,-24,-56,-16,-28,4,-0.178752406,0.203103412,81,74,0,0,0,-40,-43,-68,-24,-34,6,-0.200763395,0.213972802,3615,4380,17,0,0,-48,-19,-39,-34,-28,14,-0.269281559,0.194087081,480,431,4,0,0,-39,-1,-55,-21,-24,14,-0.161605473,0.134864903,1265,2271,45,0,0,-33,2,-50,-29,-25,6,-0.132182367,0.157265047,2193,1953,14,0,0,-36,1,-52,-18,-23,8,-0.144204599,0.131862742,38,72,3,0,0,-42,-43,-51,-47,-18,12,-0.254305782,0.260788899,5688,5516,66,0,0,-38,8,-39,-17,-29,13,-0.128871516,0.132953452,332,400,6,0,0,-40,-8,-13,-33,-15,10,-0.202492176,0.184649643,4019,4444,80,0,0,-30,13,-42,-24,-21,10,-0.158069063,0.15870362,248,801,14,0,0,-25,13,-36,-12,-16,7,-0.1126182,0.169858185,3275,2996,59,0,0,-40,1,-39,-30,-22,12,-0.177112482,0.20452774
1,20201002,8564,9922,41,0,0,-45.13849048,12.68920762,-41,-23.41384905,-45.62158476,15.65539619,-0.219851745,0.155902125,200,134,2,0,0,-50,-4,-3,-38,-38,2,-0.244444758,0.215342041,1416,1441,10,0,0,-30,-3,-27,-25,-33,12,-0.216382711,0.179609682,1431,1497,4,0,0,-19,21,-20,-17,-26,8,-0.199540762,0.182180132,155,153,5,0,0,-46,-22,-56,-45,-61,18,-0.29535,0.212,2637,3396,16,0,0,-36,11,-48,-35,-38,13,-0.224850358,0.170391659,0,0,0,0,0,-39,0,-46,-18,-45,12,-0.18969,0.13568,2920,3171,37,0,0,-49,-19,-60,-48,-71,22,-0.34409,0.25906,513,479,2,0,0,-54,-24,-64,-44,-56,17,-0.26543663,0.188016569,1310,1250,15,0,0,-37,4,-52,-22,-34,13,-0.199943566,0.139400253,1476,1678,23,0,0,-29,8,-57,-36,-56,17,-0.211194203,0.154487117,235,388,7,0,0,-25,14,-29,-6,-46,10,-0.170203188,0.189945523,1090,1400,14,0,0,184,402,268,398,92,10,0.006107306,0.194341771,736,967,8,0,0,-31,8,-38,-30,-38,13,-0.197130233,0.180350481,8793,7094,125,0,0,-40,11,-49,-24,-58,18,-0.174755058,0.139732444,9258,4092,20,0,0,-48,3,-30,-33,-46,16,-0.267632679,0.211311951,2019,2332,36,0,0,-31,11,-52,-20,-38,13,-0.186451113,0.148586587,15591,13294,424,0,0,-48,4,-54,-39,-53,21,-0.234902844,0.160192689,286,351,1,0,0,-45,-22,-26,-7,-38,9,-0.254654465,0.240016167,231,225,1,0,0,-39,-33,-38,-5,-40,15,-0.279547307,0.217028819,31,15,0,0,0,-42,-19,-49,-17,-51,6,-0.220404665,0.214740104,74,67,0,0,0,-36,-36,-65,-28,-37,5,-0.217933387,0.209592518,3600,4048,16,0,0,-41,-5,-37,-31,-42,15,-0.246863249,0.186642663,510,443,7,0,0,-42,-5,-56,-27,-47,20,-0.224702541,0.150650257,1062,1840,50,0,0,-30,9,-50,-33,-43,10,-0.201852638,0.172822762,2211,2060,16,0,0,-34,9,-50,-20,-35,11,-0.177959512,0.139912125,42,34,1,0,0,-36,-39,-52,-53,-44,16,-0.319447807,0.284670318,5595,5603,67,0,0,-35,18,-35,-21,-52,17,-0.209318327,0.146427857,296,504,3,0,0,-29,4,-12,-33,-36,13,-0.22815655,0.190367011,3894,5107,53,0,0,-30,13,-40,-30,-46,15,-0.194963488,0.173210185,311,340,11,0,0,-19,19,-19,-8,-42,11,-0.108196129,0.181243182,3310,2944,53,0,0,-37,0,-40,-35,-43,16,-0.225146304,0.214450334
2,20201003,7942,9800,49,0,0,-47.79388667,6.447660477,-42,-20,-22.06924524,10.41384905,-0.158053242,0.140350789,201,205,0,0,0,-48,4,-9,-38,-27,2,-0.205887782,0.206579031,1632,1813,14,0,0,-31,-5,-26,-21,-11,10,-0.162853369,0.164756078,983,1431,2,0,0,-24,14,-24,-17,-11,7,-0.159155436,0.180613661,148,234,3,0,0,-43,-20,-54,-39,-27,10,-0.24133,0.18649,2610,2982,29,0,0,-40,-2,-50,-36,-22,11,-0.172914519,0.159912609,0,0,0,0,0,-36,-10,-49,-23,-25,10,-0.19412,0.13516,2258,3440,34,0,0,-42,-12,-59,-29,-27,9,-0.19135,0.21748,445,523,8,0,0,-52,-23,-66,-40,-28,11,-0.211248477,0.164503916,1343,1304,12,0,0,-40,-2,-53,-21,-18,10,-0.164086855,0.131501468,1188,1542,25,0,0,-33,2,-62,-29,-21,7,-0.147159993,0.141695706,241,197,8,0,0,-21,25,-26,4,-12,5,-0.104446519,0.163306791,975,1399,19,0,0,188,416,304,446,166,5,0.06246167,0.175426542,877,1176,5,0,0,-33,1,-40,-29,-15,10,-0.17056661,0.170458034,9886,8989,100,0,0,-44,-5,-53,-21,-22,9,-0.129171841,0.125587803,7834,4476,22,0,0,-50,1,-35,-33,-23,13,-0.259725386,0.198918838,1811,2101,27,0,0,-34,7,-53,-19,-18,9,-0.142350493,0.138181139,14348,16835,278,0,0,-53,-9,-58,-34,-32,16,-0.200533953,0.152638065,252,89,2,0,0,-37,-19,-24,-15,-27,8,-0.181465363,0.229229793,423,93,2,0,0,-36,-24,-39,-7,-16,12,-0.23563907,0.197764276,54,36,0,0,0,-39,-12,-48,0,-20,3,-0.185669555,0.205748507,111,46,0,0,0,-33,-38,-65,-27,-21,5,-0.16682213,0.191836068,3053,4066,17,0,0,-48,-18,-38,-34,-24,14,-0.259340397,0.189175355,218,396,2,0,0,-47,-12,-62,-30,-20,13,-0.234398791,0.138524314,1106,1691,61,0,0,-33,5,-51,-31,-20,6,-0.157042754,0.158871981,2150,2003,14,0,0,-35,4,-51,-20,-22,9,-0.169826391,0.136076692,39,39,2,0,0,-38,-34,-49,-37,-16,12,-0.286853735,0.282659759,5622,5596,65,0,0,-40,5,-40,-17,-19,9,-0.170504355,0.131771303,190,301,3,0,0,-32,5,-11,-32,-10,8,-0.147515671,0.173250567,3631,4860,60,0,0,-31,15,-40,-26,-14,9,-0.125475341,0.160567295,503,919,12,0,0,-17,21,-18,-6,-16,6,-0.04501004,0.166117884,3340,3013,62,0,0,-40,-3,-40,-31,-19,11,-0.170036533,0.20237463
3,20201004,8191,9450,50,0,0,-43.72464143,0.758452857,-40,-19.34460381,-11.65539619,7.586150952,-0.172211177,0.157728601,127,189,0,0,0,-54,-14,-7,-39,-32,3,-0.248771658,0.236223941,756,1351,14,0,0,-33,-5,-24,-26,-13,10,-0.210190596,0.187837919,1261,1314,3,0,0,-22,16,-20,-13,-6,6,-0.178720247,0.196894116,85,202,2,0,0,-45,-24,-52,-39,-20,7,-0.28212,0.21911,1924,2654,14,0,0,-46,-9,-49,-39,-18,10,-0.232003165,0.18647736,0,0,0,0,0,-37,-17,-47,-23,-20,7,-0.18498,0.13451,2683,3126,38,0,0,-42,-13,-61,-26,-19,6,-0.23546,0.24482,428,506,6,0,0,-55,-30,-63,-40,-27,10,-0.256447911,0.195667132,1302,1246,9,0,0,-41,-10,-52,-17,-12,9,-0.213993945,0.14680755,1302,2083,20,0,0,-36,-3,-61,-26,-6,5,-0.186588491,0.164313972,156,168,7,0,0,-26,5,-25,-7,-9,4,-0.09299825,0.199163348,878,1053,11,0,0,181,350,298,379,180,4,-0.000554243,0.201279846,933,907,9,0,0,-31,6,-42,-27,-10,7,-0.164235805,0.182859946,10145,7287,67,0,0,-46,-10,-50,-18,-11,7,-0.158761783,0.143110364,8553,4851,23,0,0,-60,-19,-35,-43,-10,13,-0.368143355,0.256405107,1720,2120,35,0,0,-40,-5,-52,-21,-13,9,-0.16773796,0.156184338,12548,15048,326,0,0,-52,-10,-56,-30,-19,11,-0.228828652,0.167058205,206,124,3,0,0,-53,-30,-34,-18,-30,8,-0.263698965,0.275943731,200,74,0,0,0,-48,-45,-40,-17,-34,12,-0.27165414,0.257903025,17,19,0,0,0,-63,-38,-51,-58,-42,7,-0.260534623,0.28083002,123,51,0,0,0,-47,-35,-62,-40,-33,5,-0.205809218,0.255158649,3326,4108,15,0,0,-47,-13,-38,-33,-12,13,-0.239379192,0.19392447,337,419,5,0,0,-48,-24,-58,-32,-14,10,-0.217292963,0.15627747,838,1509,41,0,0,-42,-11,-50,-39,-15,6,-0.230304599,0.189681914,2184,2090,15,0,0,-38,-3,-52,-22,-18,8,-0.198275122,0.150481075,43,32,2,0,0,-42,-41,-49,-46,-24,14,-0.333628983,0.299708564,5489,5558,66,0,0,-48,-11,-37,-19,-3,7,-0.198491153,0.152377879,322,513,4,0,0,-36,-1,-15,-37,-12,8,-0.217757361,0.195135912,3840,5226,52,0,0,-34,12,-40,-22,-10,8,-0.159277946,0.180612558,1419,392,4,0,0,-27,0,-28,-12,-11,6,-0.021843399,0.183664491,3357,2986,62,0,0,-37,2,-39,-26,-10,9,-0.164106512,0.210791342
4,20201005,5591,9734,46,0,0,-46.13849048,8.68920762,-42,-19.41384905,-28.62158476,10.65539619,-0.151340777,0.13744265,235,198,1,0,0,-47,-3,-2,-32,-27,0,-0.231627627,0.188019014,1518,1364,11,0,0,-30,-8,-24,-28,-23,10,-0.194511242,0.164589932,907,1565,9,0,0,-18,19,-17,-15,-14,6,-0.13167325,0.166421892,133,199,3,0,0,-39,-13,-49,-38,-29,8,-0.2423,0.17092,2681,3336,36,0,0,-35,5,-47,-34,-25,10,-0.173956672,0.154750865,0,0,0,0,0,-38,-7,-56,-23,-22,7,-0.1752,0.12522,1947,3588,32,0,0,-40,-10,-56,-31,-36,11,-0.22496,0.20951,391,423,4,0,0,-49,-17,-68,-36,-28,10,-0.206981034,0.156993916,1327,1405,13,0,0,-37,1,-52,-19,-22,10,-0.159340317,0.123310384,1031,1255,21,0,0,-26,8,-57,-29,-26,8,-0.141273073,0.131267918,182,292,7,0,0,-22,24,-27,7,-18,4,-0.089737362,0.154491255,632,1386,10,0,0,195,406,225,410,135,5,0.042568334,0.163923024,816,1332,4,0,0,-29,7,-37,-28,-24,10,-0.166159373,0.167518884,7051,7064,84,0,0,-40,3,-52,-21,-39,14,-0.136709616,0.123412186,5042,4640,23,0,0,-42,7,-22,-27,-27,11,-0.204941281,0.17959035,1460,2046,29,0,0,-30,9,-53,-16,-22,8,-0.128819761,0.130069727,10244,12982,263,0,0,-47,-3,-54,-34,-40,16,-0.187470504,0.144847413,250,129,1,0,0,-41,-19,-23,-7,-31,7,-0.164651396,0.217147152,111,98,5,0,0,-33,-27,-38,-7,-17,12,-0.206826909,0.179205738,0,46,0,0,0,-40,-18,-50,-3,-28,3,-0.189307692,0.19783865,42,114,0,0,0,-34,-38,-65,-30,-29,4,-0.158673661,0.187394444,2617,4098,17,0,0,-38,-5,-34,-30,-28,12,-0.200397207,0.167759078,188,458,4,0,0,-38,-8,-56,-24,-23,13,-0.176356479,0.132381727,1029,1671,38,0,0,-24,17,-44,-24,-24,4,-0.144841899,0.149946778,2165,2090,14,0,0,-32,6,-50,-16,-23,7,-0.152783273,0.126339954,17,67,1,0,0,-37,-44,-52,-49,-34,14,-0.253798259,0.26900454,5395,5572,62,0,0,-36,8,-38,-20,-28,12,-0.138600119,0.129924583,159,466,6,0,0,-33,0,-12,-33,-18,8,-0.158547068,0.165841135,2971,4269,63,0,0,-26,17,-39,-25,-22,9,-0.122489232,0.151248181,510,881,17,0,0,-17,23,-29,-7,-18,6,-0.060155334,0.159078795,3348,3009,61,0,0,-36,-2,-37,-31,-29,12,-0.152576151,0.192689872
