,A & N Islands,Andhra Pradesh,Arunachal Pradesh,Assam,Bihar,Chandigarh,Chhattisgarh,Dadra & Nagar Haveli,Daman & Diu,Delhi,Goa,Gujarat,Haryana,Himachal Pradesh,Jammu & Kashmir,Jharkhand,Karnataka,Kerala,Ladakh,Lakshadweep,Madhya Pradesh,Maharashtra,Manipur,Meghalaya,Mizoram,Nagaland,Odisha,Puducherry,Punjab,Rajasthan,Sikkim,Tamil Naduv,Telangana,Tripura,Uttar Pradesh,Uttarakhand,West Bengal,Miscellaneous
20210422,"91,977","53,30,080","1,97,578","19,00,839","61,71,493","1,63,872","52,13,264","45,040","43,051","28,55,750","2,81,429","1,10,99,586","33,45,415","14,51,370","18,56,995","29,02,019","81,91,052","65,04,117","91,310","20,206","77,38,469","1,36,75,149","1,71,785","1,94,776","1,94,136","1,69,219","53,99,333","1,76,558","27,15,479","1,18,36,328","1,77,160","50,76,978","36,06,921","9,53,744","1,14,41,728","17,67,551","95,58,932","28,67,731"
20210423,"94,166","55,55,014","2,04,542","19,61,751","62,71,746","1,69,438","52,73,022","45,446","43,740","28,92,000","2,89,687","1,12,66,494","34,30,557","14,97,954","19,25,016","29,35,512","84,46,922","66,28,413","94,316","20,547","77,74,348","1,39,99,992","1,74,263","2,03,371","2,06,191","1,71,605","55,09,857","1,79,519","28,12,254","1,20,10,244","1,82,621","52,06,836","38,12,192","9,85,264","1,16,23,695","18,10,381","97,80,926","28,89,990"
20210424,"96,109","56,70,368","2,09,180","20,06,178","63,62,286","1,74,721","53,24,444","45,755","44,346","29,62,253","2,99,238","1,14,36,779","35,03,456","15,37,524","19,97,841","29,65,175","85,92,858","68,27,750","96,539","21,081","78,95,592","1,42,30,213","1,80,379","2,09,522","2,11,142","1,72,277","55,27,072","1,81,719","29,25,001","1,22,07,892","1,85,449","53,28,811","40,04,625","10,12,251","1,17,77,209","18,50,805","99,38,711","29,03,866"
20210425,"97,392","56,78,628","2,10,345","20,20,742","64,37,482","1,78,655","53,62,447","45,856","44,594","30,03,495","3,04,009","1,15,38,363","35,39,926","15,48,489","20,43,786","29,77,859","86,73,594","68,47,062","96,956","21,299","79,08,665","1,43,42,716","1,82,546","2,10,172","2,11,237","1,72,647","55,30,174","1,82,302","29,95,367","1,23,47,953","1,85,895","53,51,384","40,71,623","10,20,935","1,17,83,880","18,67,987","99,69,252","29,05,509"
20210426,"99,109","59,86,822","2,16,946","21,05,788","65,58,814","1,84,251","54,06,347","46,177","45,231","30,61,554","3,13,027","1,17,21,269","35,95,088","15,93,316","21,27,064","30,05,467","88,92,708","69,91,400","1,00,904","21,755","79,91,717","1,49,06,543","1,92,280","2,25,514","2,23,439","1,78,196","56,18,057","1,85,167","30,86,085","1,25,43,221","1,89,953","54,84,633","42,87,852","10,67,301","1,19,47,728","19,18,491","1,02,30,498","29,21,474"
20210427,"1,00,588","61,77,974","2,22,159","21,93,900","66,62,906","1,90,041","54,38,705","46,553","45,747","31,14,865","3,23,227","1,19,01,842","36,35,311","16,44,503","21,87,530","30,29,162","90,88,473","71,07,072","1,03,717","21,965","80,10,424","1,53,22,367","2,00,765","2,42,595","2,35,159","1,83,203","56,94,155","1,87,823","31,31,631","1,26,59,815","1,93,834","56,26,091","44,00,436","11,13,957","1,20,61,303","19,51,517","1,04,38,235","29,37,817"
20210428,"1,01,770","62,82,487","2,27,858","22,44,119","67,62,510","1,96,055","54,69,712","46,903","46,286","31,47,918","3,31,731","1,20,54,863","36,76,169","16,89,860","22,56,800","30,53,169","92,77,544","71,44,122","1,05,915","22,157","80,71,748","1,55,78,162","2,14,237","2,58,998","2,43,917","1,89,765","57,43,455","1,90,734","32,11,821","1,28,12,973","1,96,919","57,41,587","45,43,288","11,40,674","1,21,69,510","19,90,231","1,06,32,087","29,52,594"
20210429,"1,02,998","63,54,053","2,34,727","23,51,160","68,70,911","2,01,905","55,07,583","47,279","46,869","32,24,939","3,40,743","1,22,52,678","37,23,570","17,43,167","23,11,437","30,83,133","94,00,389","72,29,229","1,07,405","22,650","80,76,994","1,58,71,153","2,28,344","2,75,100","2,50,446","1,95,429","57,79,022","1,93,884","32,94,001","1,29,36,911","2,00,586","58,45,888","46,13,191","11,90,622","1,23,55,555","20,33,587","1,07,82,136","29,65,505"
20210430,"1,04,374","65,79,817","2,41,483","24,84,613","69,68,234","2,08,489","55,71,099","47,829","47,667","32,72,128","3,49,718","1,24,58,508","37,58,515","17,93,402","23,48,263","31,14,124","96,43,472","73,77,186","1,08,513","23,140","80,79,528","1,61,84,823","2,50,314","2,90,726","2,56,096","1,98,814","58,57,731","1,97,790","33,94,738","1,30,22,322","2,03,966","59,47,800","47,81,228","12,37,738","1,25,59,034","20,76,143","1,09,72,478","29,77,792"
20210501,"1,05,163","67,00,248","2,45,633","25,73,549","70,48,944","2,13,274","56,22,933","48,102","48,302","33,28,646","3,55,730","1,27,49,030","37,79,724","18,23,976","23,78,556","31,39,573","97,82,183","74,28,920","1,09,478","23,455","81,51,801","1,63,22,336","2,63,802","2,97,967","2,58,922","1,99,986","58,72,738","1,99,906","34,77,671","1,30,92,779","2,05,129","60,45,628","47,88,950","12,61,437","1,27,20,794","20,96,753","1,10,64,671","29,89,342"
20210502,"1,05,286","66,96,306","2,46,582","25,90,276","71,11,275","2,15,893","56,47,085","48,131","48,488","33,24,922","3,58,279","1,28,02,651","37,96,842","18,28,953","24,15,454","31,46,822","98,17,397","74,26,164","1,09,694","23,686","81,54,921","1,63,42,758","2,66,790","2,98,409","2,58,815","2,00,268","58,74,407","2,00,026","34,98,523","1,31,73,426","2,04,990","60,46,284","47,87,533","12,67,062","1,27,05,514","21,01,879","1,10,66,286","29,90,130"
20210503,"1,06,203","67,29,038","2,52,285","26,73,320","72,17,903","2,20,155","56,79,195","48,431","48,993","34,14,208","3,63,309","1,29,50,608","38,54,442","18,70,302","24,64,052","31,64,312","98,92,349","75,08,437","1,11,013","23,959","82,22,982","1,64,22,152","2,81,266","3,07,070","2,63,585","2,05,169","59,16,461","2,02,468","35,32,229","1,33,38,393","2,07,514","61,23,161","48,14,401","12,82,367","1,28,65,305","21,11,065","1,12,43,084","30,01,735"
20210504,"1,06,880","67,42,700","2,56,520","27,46,508","73,28,118","2,24,778","57,05,613","48,676","49,554","35,04,708","3,68,247","1,30,70,486","39,24,560","19,13,334","24,97,828","31,82,602","99,48,331","75,72,175","1,12,784","24,303","82,42,734","1,65,20,873","2,91,900","3,14,393","2,67,429","2,09,616","59,44,620","2,04,352","35,51,466","1,34,74,448","2,09,932","61,88,845","48,78,695","13,01,258","1,30,24,883","21,39,623","1,13,85,336","30,15,080"
20210505,"1,07,756","69,16,457","2,61,355","27,79,689","74,30,164","2,29,618","57,32,278","48,940","50,192","35,72,311","3,73,028","1,32,31,478","39,84,064","19,45,930","25,50,299","32,05,030","1,01,11,482","75,94,821","1,15,057","24,676","83,57,417","1,67,81,719","3,04,066","3,20,713","2,70,992","2,13,112","59,67,765","2,06,992","36,27,732","1,35,97,367","2,12,161","62,49,242","49,56,957","13,19,613","1,31,75,325","21,82,985","1,14,75,371","30,29,185"
20210506,"1,08,829","70,70,242","2,66,969","28,27,561","75,38,326","2,35,770","57,66,859","49,352","50,930","36,87,783","3,79,322","1,34,20,247","40,86,674","19,89,691","25,96,453","32,24,368","1,02,52,400","76,95,877","1,17,110","24,946","84,62,476","1,72,43,457","3,13,874","3,29,374","2,75,179","2,15,703","60,17,415","2,09,894","37,05,260","1,37,00,772","2,14,717","63,36,452","50,37,803","13,47,904","1,33,30,583","22,41,465","1,15,59,879","30,41,142"
20210507,"1,09,868","71,67,599","2,72,190","29,09,540","76,17,232","2,41,338","57,91,448","49,833","51,959","37,68,047","3,85,701","1,36,06,684","41,89,607","20,18,702","26,52,507","32,45,635","1,03,66,532","78,54,050","1,18,081","25,267","84,79,263","1,76,17,719","3,22,187","3,37,742","2,77,305","2,17,847","60,94,247","2,12,857","37,73,290","1,38,41,990","2,17,439","64,22,679","51,17,048","13,75,527","1,34,70,982","22,87,995","1,17,85,949","30,52,658"
20210508,"1,10,657","72,94,471","2,76,476","29,90,895","76,87,374","2,47,629","58,14,814","50,249","52,585","38,97,189","3,91,445","1,37,86,185","42,66,748","20,37,743","26,92,880","32,69,710","1,04,87,851","79,33,903","1,19,276","25,455","85,95,188","1,78,58,864","3,29,805","3,42,209","2,77,860","2,18,088","61,59,998","2,15,447","38,36,530","1,40,19,524","2,18,186","64,80,287","51,87,863","13,93,657","1,35,93,961","23,26,309","1,18,91,417","30,60,935"
20210509,"1,10,740","73,08,217","2,77,725","30,14,274","78,03,237","2,51,462","58,27,151","50,462","52,797","38,98,971","3,93,444","1,39,25,616","43,18,037","20,43,705","27,03,781","32,85,308","1,05,26,921","79,34,469","1,19,409","25,765","85,96,943","1,79,70,191","3,30,011","3,42,285","2,77,860","2,18,536","61,66,695","2,15,935","38,73,669","1,41,04,257","2,18,350","64,99,349","51,89,389","13,95,621","1,35,95,851","23,47,663","1,19,01,323","30,61,184"
20210510,"1,11,634","73,10,220","2,83,537","31,03,919","79,90,481","2,56,680","58,68,522","50,866","53,462","40,39,723","3,98,600","1,41,60,135","44,36,031","20,72,295","27,32,139","33,13,930","1,06,30,738","80,42,237","1,20,549","26,191","87,14,234","1,82,64,212","3,40,961","3,52,959","2,81,200","2,22,357","62,92,663","2,19,254","39,47,071","1,42,88,032","2,20,181","65,87,081","52,82,970","14,16,114","1,37,60,662","24,12,802","1,20,35,340","30,70,084"
20210511,"1,12,230","73,40,481","2,87,203","31,78,021","81,55,618","2,61,415","59,10,035","51,244","54,010","41,69,137","4,04,196","1,44,35,678","45,42,095","20,95,924","27,59,121","33,45,583","1,07,91,698","81,12,866","1,21,217","26,700","87,32,038","1,86,48,538","3,49,288","3,64,710","2,83,991","2,25,776","63,92,592","2,21,604","40,23,731","1,45,24,097","2,21,311","66,61,775","53,61,854","14,32,084","1,39,36,210","24,74,738","1,21,46,487","30,80,695"
20210512,"1,12,809","73,73,521","2,89,133","32,13,306","82,66,897","2,64,937","59,41,724","51,448","54,456","42,43,858","4,09,697","1,45,75,629","46,09,079","21,10,484","27,70,540","33,72,051","1,09,05,119","81,55,236","1,21,926","26,967","88,59,010","1,89,66,476","3,57,683","3,74,530","2,85,547","2,28,084","64,48,624","2,23,561","40,72,687","1,46,91,987","2,21,956","67,38,923","53,88,357","14,35,306","1,41,41,536","25,07,892","1,23,13,816","30,89,464"
20210513,"1,13,446","74,13,446","2,91,703","32,58,291","84,12,634","2,69,028","59,82,055","52,748","56,083","43,67,398","4,16,818","1,47,60,705","47,00,161","21,39,633","27,75,752","33,94,495","1,09,94,304","81,81,551","1,22,440","27,039","89,63,028","1,93,12,943","3,63,556","3,84,839","2,87,535","2,31,203","64,97,240","2,26,096","41,08,184","1,47,98,914","2,23,712","68,22,834","54,19,430","14,42,279","1,43,93,696","25,38,983","1,24,57,568","30,96,814"
20210514,"1,13,455","74,28,976","2,93,227","32,83,170","85,49,713","2,73,544","60,22,232","54,228","58,147","43,72,741","4,23,744","1,47,99,737","47,60,544","21,53,635","27,91,232","34,43,220","1,10,65,841","82,26,138","1,22,440","27,040","89,64,972","1,94,69,673","3,69,007","3,93,412","2,88,343","2,32,382","65,42,754","2,28,342","41,25,085","1,48,52,400","2,24,387","68,73,590","54,47,541","14,43,431","1,45,68,875","25,72,547","1,25,01,020","30,96,814"
20210515,"1,13,994","75,02,525","2,94,841","33,39,022","86,98,695","2,79,111","60,57,680","55,838","60,481","44,90,792","4,34,399","1,48,32,722","48,12,859","21,77,507","28,07,115","35,01,805","1,11,69,445","83,82,368","1,23,520","27,056","90,82,835","1,96,64,063","3,75,983","3,98,590","2,89,095","2,32,734","65,77,633","2,30,803","41,42,347","1,49,91,425","2,24,483","69,28,329","54,47,805","14,45,632","1,47,64,942","26,03,720","1,25,61,156","30,96,814"
20210516,"1,14,006","75,13,031","2,95,256","33,78,305","88,24,306","2,80,216","60,62,047","57,212","62,225","45,81,779","4,36,820","1,48,63,551","48,56,328","21,80,999","28,15,552","35,44,955","1,11,91,709","84,15,457","1,23,520","27,082","90,83,720","1,97,33,314","3,76,445","4,01,708","2,89,115","2,32,994","65,79,069","2,31,405","41,48,231","1,51,06,597","2,24,846","69,41,944","54,47,805","14,46,176","1,47,66,904","26,21,366","1,25,66,596","31,03,869"
20210517,"1,14,440","75,69,446","3,00,773","34,48,259","89,36,921","2,84,729","60,68,630","59,244","62,961","46,95,016","4,42,804","1,48,63,857","49,18,803","22,04,149","28,30,018","35,99,695","1,12,80,271","84,82,948","1,24,376","27,215","91,74,032","1,98,33,516","3,85,155","4,08,399","2,91,000","2,37,058","66,39,176","2,32,512","41,57,025","1,52,69,713","2,25,580","69,95,480","54,48,463","14,54,040","1,49,97,832","26,50,123","1,26,28,179","31,11,311"
20210518,"1,14,721","76,29,580","3,06,421","35,07,586","90,13,570","2,88,506","60,74,384","59,244","63,401","48,00,724","4,49,802","1,48,64,182","49,82,890","22,25,571","28,42,988","36,50,981","1,13,61,234","85,35,933","1,25,366","27,478","91,80,020","1,99,39,812","3,90,059","4,13,392","2,93,620","2,42,456","67,44,998","2,33,427","41,64,782","1,53,98,802","2,26,311","70,40,699","54,50,423","14,74,542","1,52,07,651","26,73,296","1,26,90,836","31,19,614"
20210519,"1,15,236","76,60,595","3,11,599","35,44,861","90,68,070","2,92,306","60,80,528","60,634","64,945","48,69,653","4,57,448","1,48,65,594","50,35,931","22,41,263","28,50,676","37,01,127","1,14,43,180","85,53,198","1,26,593","27,709","93,18,551","2,00,41,648","3,98,536","4,17,136","2,96,897","2,44,547","68,19,638","2,34,416","41,85,845","1,54,78,846","2,27,796","70,82,380","54,53,386","14,83,136","1,53,89,991","26,85,584","1,27,53,948","31,26,365"
20210520,"1,17,175","78,57,020","3,18,092","36,20,118","93,63,116","3,02,008","68,12,740","63,606","69,984","49,70,999","4,66,488","1,51,76,798","51,98,191","23,03,829","29,05,270","37,90,724","1,17,99,162","85,97,282","1,28,352","29,058","95,33,515","2,04,65,193","4,03,249","4,24,005","3,01,219","2,46,656","69,64,278","2,39,864","45,19,318","1,57,08,235","2,30,968","72,80,700","55,22,361","15,27,207","1,58,13,654","27,43,665","1,29,32,811","31,32,593"
20210521,"1,17,943","78,88,256","3,21,285","36,65,033","94,58,666","3,06,310","68,44,454","66,558","73,436","50,21,432","4,75,326","1,52,78,138","52,83,161","23,22,654","29,18,707","38,39,139","1,19,02,271","86,12,681","1,30,462","29,498","96,31,098","2,05,87,557","4,09,948","4,29,744","3,03,174","2,47,220","70,14,521","2,42,180","45,92,335","1,58,16,456","2,32,705","73,21,955","55,23,114","15,34,452","1,60,28,675","27,58,608","1,30,03,962","31,39,705"
20210522,"1,18,754","79,05,740","3,23,149","37,14,758","95,16,740","3,12,164","68,72,062","69,789","76,450","50,85,703","4,83,867","1,54,00,783","53,51,239","23,34,213","29,54,451","38,76,194","1,20,14,015","86,41,908","1,32,061","29,977","97,75,817","2,07,10,911","4,13,717","4,34,362","3,03,177","2,47,322","70,99,802","2,44,581","46,91,082","1,59,40,593","2,34,290","73,71,998","55,26,061","15,50,818","1,62,41,703","27,72,366","1,30,86,547","31,45,020"
20210523,"1,19,139","79,15,178","3,23,976","37,53,286","96,79,108","3,15,357","68,89,272","72,120","78,772","50,91,912","4,85,547","1,55,15,181","53,89,899","23,36,426","29,73,377","39,22,027","1,20,88,649","86,47,923","1,32,133","31,133","99,50,799","2,07,60,193","4,13,741","4,35,621","3,03,172","2,47,495","71,16,029","2,46,032","47,51,745","1,60,33,767","2,34,291","73,90,862","55,26,985","15,53,567","1,62,55,150","27,83,379","1,31,43,523","31,45,196"
20210524,"1,19,590","80,23,541","3,27,007","38,30,062","98,65,884","3,20,422","69,09,823","74,898","81,916","51,46,838","4,91,291","1,57,02,276","54,86,213","23,58,006","30,10,142","39,72,620","1,22,43,473","87,01,163","1,34,062","31,277","1,01,68,575","2,10,13,742","4,20,920","4,40,666","3,04,924","2,53,363","72,28,138","2,48,835","48,12,094","1,61,83,750","2,35,581","74,73,489","55,29,827","15,59,837","1,65,43,234","28,07,288","1,33,33,117","31,51,115"
20210525,"1,20,277","81,56,085","3,28,545","38,98,903","99,86,557","3,23,363","69,25,357","77,331","85,458","51,91,023","4,97,126","1,58,97,863","55,56,368","23,76,358","30,46,666","40,12,269","1,23,89,189","87,56,649","1,36,287","31,318","1,01,75,220","2,12,12,433","4,24,161","4,46,312","3,06,426","2,59,660","73,25,330","2,51,379","48,53,015","1,62,83,420","2,36,857","76,50,500","55,88,684","15,65,078","1,68,16,336","28,29,073","1,34,86,207","31,59,373"
20210526,"1,21,086","84,59,763","3,29,357","39,34,911","1,00,63,930","3,24,813","69,40,576","79,601","89,077","52,25,240","5,03,061","1,60,87,126","56,09,362","23,83,578","30,94,621","40,36,657","1,25,89,837","87,87,307","1,38,443","31,380","1,01,77,398","2,13,52,323","4,35,917","4,49,703","3,07,157","2,60,696","73,75,678","2,54,136","48,90,425","1,63,64,179","2,37,947","79,14,277","56,52,269","15,67,456","1,70,74,158","28,37,799","1,35,54,226","31,60,404"
20210527,"121,700","9,040,640","330,302","3,981,565","10,116,193","329,737","6,954,350","82,053","92,406","5,264,235","508,884","16,285,302","5,683,416","2,405,067","3,154,798","4,052,889","12,821,613","8,900,924","144,383","31,425","10,407,154","21,639,836","438,999","455,053","308,591","261,471","7,477,645","256,963","4,918,114","16,426,346","238,697","8,208,995","5,702,844","1,570,207","17,355,300","2,856,866","13,728,312","3,167,385"
20210528,"1,22,463","94,88,593","3,31,475","40,27,312","1,01,51,005","3,34,444","69,69,745","84,485","96,160","52,88,099","5,14,979","1,65,03,125","57,49,720","24,19,014","32,04,133","40,84,458","1,30,89,717","90,46,159","1,50,089","31,666","1,06,29,771","2,19,13,849","4,44,132","4,59,863","3,11,401","2,62,221","76,02,197","2,60,161","49,36,818","1,65,53,027","2,38,769","85,19,483","58,03,355","15,74,596","1,76,67,888","28,74,730","1,39,89,487","31,73,856"
20210529,"1,23,480","97,51,848","3,32,657","40,73,698","1,02,03,344","3,39,416","69,80,677","87,385","99,210","53,42,386","5,21,465","1,67,19,359","58,03,459","24,29,729","32,42,210","41,24,252","1,33,42,546","92,05,023","1,54,112","32,181","1,08,80,002","2,22,20,504","4,51,009","4,63,646","3,13,380","2,62,475","77,06,869","2,63,441","49,78,620","1,67,57,346","2,38,832","87,96,133","59,13,086","15,88,215","1,79,92,599","28,90,859","1,42,67,305","31,73,856"
20210530,"1,23,722","97,66,778","3,32,991","40,93,697","1,02,44,836","3,43,279","69,88,120","88,481","1,01,283","53,52,143","5,24,344","1,69,00,663","58,30,336","24,31,057","32,64,802","41,55,009","1,34,33,278","92,30,736","1,54,132","32,848","1,08,96,991","2,23,06,998","4,51,203","4,64,196","3,13,451","2,62,558","77,25,803","2,65,588","50,09,627","1,68,61,567","2,38,832","88,91,549","59,79,083","16,02,018","1,80,08,604","29,01,074","1,44,08,596","31,73,856"
20210531,"1,24,265","98,63,347","3,33,918","41,37,301","1,03,05,969","3,49,323","69,98,059","90,905","1,05,124","54,09,406","5,28,934","1,71,03,787","58,87,571","24,56,127","33,00,411","41,93,433","1,36,77,578","94,02,736","1,59,537","33,673","1,11,67,304","2,25,75,481","4,57,918","4,65,697","3,15,240","2,68,912","78,56,021","2,69,177","50,44,669","1,70,13,350","2,38,924","90,94,255","60,58,833","16,10,723","1,83,32,316","29,18,548","1,47,14,531","31,83,335"
20210601,"1,25,001","1,00,73,383","3,36,544","41,74,248","1,03,63,135","3,55,123","70,10,511","93,188","1,08,759","54,60,280","5,33,473","1,72,99,526","59,54,053","24,70,982","33,33,161","42,26,248","1,38,98,558","95,71,704","1,64,195","34,605","1,11,85,376","2,28,32,743","4,62,278","4,67,892","3,16,259","2,74,949","79,60,089","2,72,489","50,78,254","1,71,18,582","2,38,984","92,35,652","61,42,054","16,14,970","1,86,79,320","29,32,050","1,49,64,714","31,83,335"
20210602,"1,25,504","1,02,25,904","3,43,230","41,99,011","1,04,19,429","3,60,600","70,18,915","95,237","1,12,372","54,98,429","5,37,740","1,74,71,742","60,26,239","24,82,605","33,66,141","42,63,838","1,41,41,929","96,76,157","1,67,974","35,316","1,14,76,780","2,30,52,074","4,69,763","4,69,556","3,16,758","2,77,116","80,32,250","2,75,845","51,11,065","1,72,31,186","2,39,115","93,39,816","62,14,443","16,18,367","1,90,34,656","29,44,247","1,51,81,356","31,90,988"
20210603,"1,26,195","1,03,37,846","3,51,336","42,35,135","1,05,83,676","3,66,525","70,27,097","97,579","1,14,168","55,52,315","5,43,701","1,76,59,698","61,01,593","24,93,942","33,98,095","43,05,504","1,44,02,943","98,40,358","1,71,421","36,333","1,18,51,060","2,32,92,259","4,72,537","4,71,868","3,18,196","2,79,779","81,08,356","2,79,178","51,46,083","1,73,31,633","2,39,296","96,19,198","63,13,719","16,24,554","1,94,31,152","29,62,144","1,54,26,928","31,96,048"
20210604,"1,26,704","1,06,96,049","3,62,881","42,73,647","1,07,68,582","3,71,992","70,37,125","1,00,245","1,15,495","55,93,076","5,51,897","1,79,24,919","61,61,524","25,09,515","34,28,579","43,77,071","1,47,25,429","1,00,15,875","1,74,988","37,327","1,22,13,655","2,36,68,323","4,83,126","4,74,615","3,22,280","2,81,636","81,98,300","2,82,004","52,01,174","1,74,79,393","2,39,487","98,68,998","64,17,283","16,31,250","1,98,38,197","29,87,636","1,57,20,570","31,99,470"
20210605,"1,27,183","1,07,88,005","3,72,699","43,14,250","1,09,16,300","3,77,655","70,46,134","1,02,976","1,19,994","56,51,307","5,63,619","1,81,86,042","62,17,740","25,23,018","34,59,399","44,67,416","1,50,51,909","1,02,03,409","1,77,660","38,271","1,26,23,673","2,40,22,331","4,92,242","4,76,730","3,23,518","2,81,846","82,77,459","2,86,309","52,57,951","1,76,44,680","2,39,567","1,00,06,936","65,62,651","16,35,458","2,02,34,598","30,24,940","1,60,23,947","32,02,595"
20210606,"1,27,191","1,08,52,057","3,76,678","43,38,299","1,10,22,005","3,79,718","70,80,472","1,02,976","1,20,476","56,67,198","5,70,276","1,84,09,862","62,39,057","25,24,262","34,73,893","45,45,540","1,51,83,904","1,02,56,774","1,77,664","39,045","1,27,52,363","2,41,15,999","4,92,351","4,76,738","3,23,519","2,82,432","82,90,523","2,88,831","52,94,105","1,77,21,558","2,39,718","1,00,56,376","66,80,307","16,36,472","2,02,54,000","30,49,382","1,61,41,463","32,02,998"
20210607,"1,27,726","1,09,92,317","3,84,590","43,87,924","1,11,24,175","3,83,084","71,16,057","1,05,790","1,23,391","57,33,489","5,81,461","1,86,64,245","62,92,607","25,36,244","34,98,380","46,07,189","1,54,78,337","1,04,58,971","1,80,253","40,273","1,31,42,438","2,44,11,248","5,04,388","4,78,256","3,27,704","2,91,582","84,55,149","2,94,131","53,39,134","1,78,43,791","2,39,974","1,01,19,582","68,49,610","16,40,491","2,07,11,683","30,83,813","1,64,43,386","32,05,863"
20210608,"1,28,151","1,10,37,411","3,89,896","44,49,008","1,12,18,366","3,84,621","71,43,473","1,08,502","1,26,686","57,82,004","5,91,934","1,89,22,357","63,39,241","25,49,011","35,24,090","46,66,515","1,57,26,831","1,06,76,563","1,81,695","41,553","1,32,06,801","2,46,81,249","5,11,460","4,79,281","3,31,452","3,01,471","86,03,535","2,99,870","53,99,644","1,80,04,932","2,40,645","1,01,67,260","70,21,177","16,43,993","2,11,50,258","31,17,527","1,67,04,034","32,05,863"
20210609,"1,28,483","1,12,24,580","3,95,696","44,90,118","1,14,03,526","3,87,064","71,64,925","1,10,675","1,29,449","58,30,588","6,00,694","1,91,88,514","64,26,960","25,57,793","35,47,946","47,29,484","1,59,78,605","1,08,19,330","1,83,442","42,751","1,35,78,548","2,50,15,546","5,22,482","4,80,203","3,35,037","3,12,156","87,44,175","3,05,420","54,31,675","1,84,76,955","2,44,282","1,02,18,925","72,09,848","16,46,212","2,15,65,323","31,55,806","1,69,34,231","32,09,246"
20210610,"1,29,383","1,14,80,538","4,00,506","45,82,985","1,15,92,170","3,89,334","71,79,201","1,13,072","1,31,969","59,11,818","6,08,379","1,94,59,282","65,49,595","25,66,114","35,79,994","47,98,134","1,62,28,253","1,09,69,126","1,85,982","43,542","1,37,60,927","2,52,66,452","5,27,352","4,82,593","3,39,575","3,20,251","87,99,028","3,11,510","54,58,124","1,88,22,045","2,52,272","1,02,60,805","73,86,484","16,49,707","2,19,99,548","32,06,521","1,71,30,501","32,12,577"
20210611,"1,30,148","1,16,76,594","4,05,424","46,71,194","1,17,69,400","3,95,266","71,89,135","1,17,189","1,37,500","59,90,768","6,14,164","1,97,44,678","66,51,813","25,76,290","36,13,037","48,91,713","1,65,50,353","1,10,87,636","1,89,130","44,750","1,37,87,486","2,55,20,573","5,34,944","4,92,318","3,42,846","3,29,294","88,95,992","3,17,196","55,13,986","1,92,78,428","2,64,894","1,03,25,285","75,94,358","16,52,056","2,24,68,959","32,49,727","1,73,69,605","32,16,175"
20210612,"1,31,034","1,18,50,826","4,10,427","47,54,657","1,19,26,619","4,01,095","72,05,436","1,21,993","1,44,571","60,74,187","6,21,327","2,00,38,418","67,35,642","25,87,433","36,46,922","49,91,249","1,68,52,198","1,11,64,895","1,91,051","46,160","1,38,85,323","2,58,17,728","5,37,380","5,01,647","3,44,044","3,32,806","89,65,839","3,24,318","56,09,454","1,95,89,132","2,73,460","1,06,29,239","78,05,400","16,59,454","2,29,35,815","32,84,586","1,75,83,760","32,19,523"
20210613,"1,31,036","1,19,29,606","4,14,576","48,06,482","1,20,18,966","4,05,014","72,12,530","1,22,063","1,44,818","60,88,651","6,38,579","2,02,70,296","67,69,726","25,87,593","36,76,105","50,97,806","1,69,55,711","1,12,12,878","1,91,052","46,759","1,39,29,901","2,59,09,023","5,37,827","5,03,153","3,44,044","3,36,052","89,75,062","3,26,786","56,97,767","1,97,02,073","2,73,492","1,08,42,928","79,54,551","16,60,575","2,29,56,010","33,19,176","1,76,40,004","32,20,630"
20210614,"1,31,992","1,23,04,416","4,20,878","48,88,213","1,21,25,672","4,11,867","72,52,931","1,26,702","1,45,429","61,50,939","6,58,255","2,05,67,167","68,63,540","26,14,501","37,30,965","51,95,483","1,72,43,110","1,14,06,207","1,92,420","47,956","1,44,31,517","2,62,28,293","5,43,603","5,16,801","3,57,294","3,49,534","90,52,810","3,33,854","57,47,484","1,98,88,081","2,86,482","1,11,31,780","81,48,624","16,81,314","2,34,12,988","33,76,118","1,78,54,448","32,24,404"
20210615,"1,32,923","1,23,88,392","4,26,146","49,46,819","1,21,95,216","4,18,753","72,88,841","1,30,716","1,48,157","62,04,212","6,76,575","2,08,30,209","69,37,134","26,58,650","37,79,537","52,67,421","1,74,50,996","1,16,16,342","1,93,318","48,873","1,44,81,624","2,64,79,757","5,48,155","5,30,708","3,73,076","3,61,657","91,72,995","3,39,438","58,02,605","1,99,81,201","3,02,308","1,12,64,069","83,11,800","17,04,960","2,38,29,486","34,18,028","1,81,02,766","32,28,151"
20210616,"1,33,906","1,24,20,070","4,39,044","49,92,743","1,27,10,936","4,24,977","73,41,970","1,34,051","1,50,701","62,58,937","6,91,694","2,10,81,289","70,02,808","26,98,895","38,15,049","53,40,545","1,76,52,765","1,17,25,448","1,94,480","49,861","1,48,21,925","2,67,19,817","5,54,090","5,44,764","3,93,720","3,72,959","93,30,274","3,52,743","58,80,567","2,00,32,144","3,17,272","1,16,17,077","84,87,288","17,34,765","2,42,03,020","34,43,390","1,82,25,116","32,28,151"
