,A & N Islands,Andhra Pradesh,Arunachal Pradesh,Assam,Bihar,Chandigarh,Chhattisgarh,Dadra & Nagar Haveli,Daman & Diu,Delhi,Goa,Gujarat,Haryana,Himachal Pradesh,Jammu & Kashmir,Jharkhand,Karnataka,Kerala,Ladakh,Lakshadweep,Madhya Pradesh,Maharashtra,Manipur,Meghalaya,Mizoram,Nagaland,Odisha,Puducherry,Punjab,Rajasthan,Sikkim,Tamil Naduv,Telangana,Tripura,Uttar Pradesh,Uttarakhand,West Bengal,Miscellaneous
20210625,"1,38,286","1,16,81,705","4,60,067","55,36,768","1,33,60,096","4,08,647","70,22,150","1,54,620","1,73,776","54,56,734","7,28,178","1,90,53,658","70,43,821","28,66,630","36,03,415","54,09,527","1,78,65,449","1,04,03,348","1,68,168","46,057","1,65,43,406","2,44,57,024","5,23,661","5,78,969","4,87,327","3,98,147","93,29,423","4,08,403","58,68,652","1,99,33,012","3,62,037","1,20,60,839","86,33,026","18,62,233","2,56,07,271","33,66,413","1,61,00,088","17,33,741"
20210626,"1,43,336","1,19,21,156","4,70,285","56,59,088","1,35,09,449","4,17,304","73,12,373","1,60,657","1,80,795","56,29,464","7,48,352","1,93,31,125","71,32,868","30,10,202","36,44,117","55,37,691","1,80,89,449","1,05,07,088","1,68,673","46,255","1,74,46,567","2,50,47,327","5,30,788","5,87,049","4,97,203","4,03,587","95,17,490","4,16,585","59,74,933","2,01,90,790","3,71,534","1,24,23,144","88,50,242","18,94,052","2,61,32,272","34,26,029","1,63,20,708","17,34,532"
20210627,"1,45,019","1,19,58,636","4,75,959","56,68,538","1,35,63,128","4,21,745","74,57,184","1,63,092","1,83,618","56,36,415","7,62,730","1,95,00,497","71,66,208","30,25,895","37,00,498","56,40,980","1,81,96,699","1,05,41,451","1,68,691","46,340","1,74,66,939","2,51,45,226","5,33,686","5,87,788","4,97,356","4,07,669","95,41,255","4,18,646","60,30,088","2,04,13,290","3,71,539","1,25,36,293","89,45,614","18,99,649","2,61,54,182","34,43,234","1,63,82,716","17,35,385"
20210628,"1,48,504","1,21,20,128","4,90,293","57,65,634","1,36,08,974","4,27,780","76,72,810","1,70,092","1,89,857","58,01,127","7,81,063","1,96,83,579","72,68,912","31,87,720","37,59,152","57,25,171","1,85,64,563","1,06,49,645","1,69,423","46,494","1,78,99,027","2,55,98,933","5,48,098","6,01,282","5,06,474","4,19,127","97,34,916","4,27,892","60,67,090","2,05,56,295","3,84,196","1,27,18,488","91,39,787","19,26,486","2,65,94,487","34,78,702","1,65,63,751","17,35,385"
20210629,"1,53,048","1,23,47,245","4,96,872","57,85,198","1,36,50,536","4,34,020","78,21,424","1,77,807","1,95,088","59,67,041","8,00,268","1,98,73,086","73,66,120","33,38,599","38,02,068","57,72,132","1,87,87,645","1,07,48,550","1,70,297","46,750","1,79,09,367","2,58,84,142","5,63,426","6,12,035","5,14,605","4,29,909","98,24,280","4,34,340","60,93,007","2,06,35,133","3,94,505","1,29,66,132","93,29,680","19,46,161","2,67,41,158","35,36,468","1,67,29,599","17,35,859"
20210630,"1,56,470","1,25,88,369","5,09,275","57,92,114","1,36,84,112","4,39,301","79,26,420","1,85,813","2,01,269","60,88,881","8,17,614","2,00,70,986","74,33,759","33,51,501","38,45,292","57,90,247","1,89,73,266","1,08,42,601","1,70,902","46,779","1,79,17,804","2,60,67,919","5,81,261","6,19,745","5,18,686","4,40,344","98,68,279","4,40,326","61,12,362","2,07,51,161","4,01,506","1,30,73,449","94,93,770","19,55,931","2,67,92,830","35,79,840","1,68,33,415","17,36,281"
20210701,"1,57,304","1,28,05,548","5,18,578","59,58,059","1,38,65,820","4,44,544","80,34,603","1,92,400","2,05,545","62,14,716","8,27,800","2,02,66,503","75,85,087","33,62,066","38,77,660","58,21,461","1,91,25,071","1,09,15,717","1,71,445","46,901","1,87,62,997","2,62,52,955","5,97,706","6,31,349","5,24,954","4,47,305","98,99,724","4,45,115","61,28,641","2,07,95,337","4,07,286","1,32,62,371","96,36,298","19,69,633","2,70,48,814","36,09,949","1,69,00,326","17,36,503"
20210702,"1,58,335","1,30,99,421","5,27,049","61,71,965","1,43,93,539","4,49,392","81,07,149","1,99,956","2,07,893","63,45,193","8,37,780","2,04,27,347","77,05,836","33,70,592","39,49,930","58,46,521","1,92,93,718","1,10,43,967","1,72,099","47,042","1,87,78,359","2,65,12,936","6,20,461","6,41,758","5,34,950","4,54,307","99,27,389","4,48,923","61,49,284","2,08,57,534","4,11,724","1,35,26,547","97,83,570","19,87,810","2,73,65,460","36,31,811","1,70,19,201","17,36,701"
20210703,"1,59,330","1,31,72,967","5,34,374","63,03,714","1,47,27,517","4,56,634","81,93,672","2,07,930","2,10,780","64,66,497","8,52,875","2,06,53,202","78,05,898","33,78,239","40,14,703","59,49,645","1,96,02,490","1,11,62,824","1,73,803","47,084","1,87,82,554","2,70,74,275","6,43,887","6,49,937","5,40,569","4,56,431","99,96,014","4,54,244","65,35,786","2,13,31,201","4,16,397","1,39,26,336","99,39,448","19,98,977","2,77,80,215","36,64,348","1,71,35,555","17,36,809"
20210704,"1,59,342","1,31,88,396","5,38,852","63,30,124","1,48,37,000","4,61,440","82,40,838","2,11,195","2,10,825","64,72,151","8,59,902","2,08,35,697","78,40,075","33,78,319","40,52,689","60,54,011","1,97,04,272","1,11,79,952","1,74,447","47,084","1,87,83,421","2,71,81,412","6,53,419","6,50,477","5,40,706","4,61,490","1,00,17,262","4,55,714","66,07,383","2,14,02,124","4,16,397","1,40,15,593","99,45,428","20,00,452","2,78,02,597","37,10,393","1,71,65,994","17,36,809"
20210705,"1,60,298","1,32,64,680","5,49,638","63,80,471","1,49,36,096","4,67,197","82,99,801","2,18,199","2,11,907","65,23,882","8,70,453","2,10,37,552","79,07,797","33,87,800","41,03,997","61,27,715","1,99,66,595","1,12,61,356","1,76,300","47,243","1,87,88,825","2,74,18,684","6,82,013","6,61,585","5,48,934","4,69,988","1,02,21,766","4,60,557","66,39,425","2,14,36,674","4,23,173","1,41,54,348","1,00,77,503","20,09,334","2,84,82,688","37,74,468","1,72,86,349","17,37,099"
20210706,"1,61,401","1,32,98,619","5,56,791","63,96,900","1,50,47,774","4,72,038","83,23,609","2,24,460","2,12,882","65,43,046","8,80,174","2,11,81,276","79,48,524","33,98,021","41,49,494","62,28,930","2,01,70,366","1,13,22,762","1,77,767","47,468","1,87,92,035","2,76,60,383","7,06,914","6,74,909","5,54,964","4,78,548","1,04,21,760","4,63,896","66,54,477","2,14,54,506","4,28,512","1,42,25,382","1,01,73,757","20,17,992","2,93,15,028","38,21,396","1,73,82,766","17,37,305"
20210707,"1,62,375","1,33,22,361","5,66,001","64,02,566","1,51,14,284","4,76,076","83,35,044","2,30,331","2,13,878","65,54,851","8,89,028","2,11,86,487","79,67,969","34,06,867","42,10,635","62,77,078","2,03,55,148","1,13,56,276","1,78,128","47,562","1,89,88,628","2,80,46,874","7,35,374","6,84,412","5,62,364","4,86,470","1,05,42,457","4,67,857","67,78,624","2,14,92,802","4,33,003","1,42,80,590","1,01,82,863","20,22,226","2,98,96,371","38,43,931","1,74,54,774","17,37,305"
20210708,"1,63,284","1,33,47,424","5,74,763","64,09,358","1,54,84,440","4,79,535","83,86,931","2,35,943","2,14,981","66,66,304","8,96,123","2,11,90,130","79,91,029","34,14,094","42,54,750","63,01,724","2,04,94,925","1,13,93,121","1,79,174","47,717","1,95,43,269","2,82,50,377","7,58,845","6,96,290","5,72,405","4,92,727","1,06,23,963","4,70,845","67,92,574","2,15,75,229","4,36,734","1,43,63,683","1,02,49,542","20,31,660","3,05,40,558","38,65,593","1,75,50,459","17,38,410"
20210709,"1,64,079","1,33,72,991","5,83,283","64,62,377","1,57,46,006","4,83,886","84,49,013","2,42,185","2,16,034","67,61,670","9,04,933","2,11,93,413","80,55,206","34,19,934","42,72,302","63,18,626","2,07,09,400","1,14,54,406","1,80,257","47,830","1,95,55,645","2,83,86,834","7,70,581","7,06,033","5,80,502","5,00,265","1,06,83,343","4,73,917","68,00,474","2,16,09,690","4,40,417","1,44,18,168","1,03,53,234","20,43,421","3,11,28,043","38,82,097","1,76,33,337","17,38,910"
20210710,"1,66,120","1,34,72,776","5,90,034","65,66,338","1,58,82,280","4,90,212","84,98,849","2,49,166","2,17,152","68,14,195","9,17,320","2,13,73,145","81,04,874","34,23,175","42,93,976","63,68,394","2,08,54,334","1,15,44,603","1,81,385","47,936","2,01,30,896","2,86,00,474","7,76,564","7,12,497","5,83,307","5,02,157","1,07,27,017","4,79,916","68,42,476","2,16,64,063","4,42,125","1,44,64,842","1,04,17,619","20,58,044","3,13,68,938","38,99,305","1,77,05,276","17,39,718"
20210711,"1,66,343","1,35,30,304","5,93,409","66,64,502","1,59,07,489","4,94,636","85,10,673","2,51,617","2,17,317","68,21,204","9,25,118","2,15,24,646","81,23,747","34,23,246","43,14,682","63,86,040","2,09,21,191","1,15,59,011","1,81,815","47,993","2,01,43,924","2,87,03,564","7,81,273","7,12,955","5,83,639","5,05,562","1,07,32,741","4,84,491","68,66,655","2,17,24,229","4,42,125","1,45,21,761","1,04,22,316","20,60,295","3,13,81,029","39,14,022","1,77,33,441","17,39,847"
20210712,"1,68,329","1,36,80,584","6,00,181","68,97,620","1,61,94,053","5,00,328","85,25,185","2,57,480","2,18,563","68,43,441","9,35,700","2,16,94,626","81,53,323","34,27,554","43,39,497","64,00,885","2,10,87,588","1,16,33,745","1,82,438","48,058","2,01,57,526","2,89,82,589","7,94,059","7,23,853","5,88,467","5,12,320","1,07,74,116","4,93,551","69,86,755","2,17,46,650","4,45,999","1,47,81,129","1,05,33,402","20,74,754","3,17,59,463","39,30,271","1,77,98,492","17,40,207"
20210713,"1,74,389","1,40,63,743","6,07,036","69,88,194","1,64,02,112","5,15,329","86,74,092","2,65,443","2,21,477","69,57,233","9,48,191","2,19,77,912","82,81,500","34,87,424","44,00,294","65,25,383","2,13,65,071","1,17,41,150","1,84,197","48,558","2,03,45,753","2,93,48,230","8,23,351","7,37,304","5,95,382","5,21,140","1,09,23,291","5,03,132","70,75,101","2,20,85,820","4,50,013","1,51,60,088","1,06,99,363","21,03,011","3,24,68,531","39,57,266","1,80,21,482","17,40,553"
20210714,"1,77,014","1,41,91,226","6,11,880","70,42,767","1,64,78,046","5,20,502","87,15,179","2,70,992","2,22,220","70,02,464","9,54,703","2,19,84,689","83,23,981","34,91,953","44,12,222","65,85,589","2,15,31,799","1,17,87,897","1,84,350","48,684","2,06,54,535","2,95,57,739","8,52,513","7,46,590","6,00,309","5,28,588","1,09,95,438","5,06,962","71,06,538","2,23,38,742","4,51,037","1,53,23,595","1,07,07,196","21,09,410","3,26,66,360","39,68,239","1,81,36,408","17,41,146"
20210715,"1,78,777","1,42,42,468","6,17,911","70,73,864","1,68,51,101","5,25,981","87,39,390","2,76,264","2,22,873","70,23,654","9,60,479","2,21,55,924","83,67,206","34,95,564","44,53,359","66,20,402","2,16,10,036","1,18,56,127","1,84,640","48,780","2,10,30,105","2,97,23,378","8,76,837","7,58,934","6,04,815","5,34,677","1,10,92,426","5,10,236","71,24,365","2,23,73,512","4,55,497","1,54,44,736","1,07,62,048","21,26,208","3,32,12,075","39,92,337","1,82,47,588","17,41,615"
20210716,"1,79,882","1,43,95,900","6,23,199","71,45,771","1,70,89,841","5,31,740","87,46,964","2,82,160","2,23,621","70,86,074","9,65,882","2,23,42,350","84,57,136","34,98,848","44,89,837","67,27,894","2,17,41,980","1,19,18,696","1,84,757","48,893","2,10,39,211","3,00,53,656","9,01,374","7,69,936","6,08,489","5,41,770","1,11,47,349","5,13,783","72,30,791","2,24,26,945","4,61,643","1,56,57,545","1,08,33,370","21,37,905","3,35,23,481","40,14,370","1,83,79,958","17,42,225"
