,dateymd,confirmed,recovered,deaths,Dose1,Dose2,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,visit,staying,State_population
38,20201108,3677,3737,17,0.0,0.0,-37.55233952272631,9.275358572314842,-33.0,-16.75845285743828,-5.2415471425617195,6.586150952479427,-0.1213414622820265,0.1418596618170107,84580777
39,20201109,2249,3053,15,0.0,0.0,-40.896943332644014,14.619962382232549,-38.0,-17.827698095041146,-24.035433807849742,10.655396190082293,-0.1089962788347286,0.126085104742535,84580777
40,20201110,3153,3982,16,0.0,0.0,-40.310792380164585,16.7922642871914,-37.0,-16.41384904752057,-25.035433807849742,9.655396190082293,-0.1004035165459641,0.1318633323331849,84580777
41,20201111,2928,3596,19,0.0,0.0,-41.069245237602864,15.516905714876561,-39.0,-15.75845285743828,-25.2077357128086,9.413849047520573,-0.1174565182582799,0.1294982889050546,84580777
42,20201112,2743,3493,12,0.0,0.0,-41.65539619008229,20.86150952479427,-40.0,-16.75845285743828,-25.62158476032917,9.827698095041146,-0.1275898109023046,0.1302601071425485,84580777
43,20201113,2590,3400,14,0.0,0.0,-37.483094285123435,36.689207619835415,-35.0,-8.930754762397134,-24.62158476032917,9.413849047520573,-0.1103350031825789,0.1246934765492873,84580777
44,20201114,2707,3891,11,0.0,0.0,-43.5523395227263,8.206113334711976,-39.0,-24.58615095247943,-42.069245237602864,16.0,-0.2122530440073871,0.141779571049696,84580777
45,20201115,1717,3777,17,0.0,0.0,-39.48309428512344,-1.966188570246878,-37.0,-24.58615095247943,-12.483094285123439,9.172301904958854,-0.243523437693177,0.1614364387552268,84580777
46,20201116,1255,3046,16,0.0,0.0,-36.48309428512344,13.033811429753122,-34.0,-15.24154714256172,-26.449282855370317,8.827698095041146,-0.106342068434415,0.1258868204460926,84580777
47,20201117,2347,3895,12,0.0,0.0,-37.483094285123435,17.37841523967083,-35.0,-14.413849047520573,-24.449282855370317,8.24154714256172,-0.0942608776483573,0.1304093501477292,84580777
48,20201118,2184,3303,14,0.0,0.0,-35.72464142768516,14.275358572314842,-32.0,-14.930754762397134,-26.38003761776745,8.413849047520573,-0.1180436347054366,0.1234461501909588,84580777
49,20201119,2374,3261,15,0.0,0.0,-37.310792380164585,17.964566192150258,-34.0,-14.24154714256172,-25.449282855370317,8.24154714256172,-0.0998832599229964,0.1235204674538518,84580777
50,20201120,2115,2886,14,0.0,0.0,-36.48309428512344,18.7922642871914,-34.0,-12.586150952479427,-24.449282855370317,9.24154714256172,-0.0867220670606987,0.1226874342359138,84580777
51,20201121,2085,3132,10,0.0,0.0,-36.38003761776745,13.13686809710911,-31.0,-11.827698095041146,-16.310792380164585,6.413849047520573,-0.0473475697514578,0.1161314181073319,84580777
52,20201122,1994,2927,15,0.0,0.0,-32.13849047520573,9.033811429753122,-28.0,-12.172301904958854,-5.655396190082293,4.586150952479427,-0.0707144476720756,0.1319101818743046,84580777
53,20201123,1147,2405,13,0.0,0.0,-35.72464142768516,14.033811429753122,-32.0,-14.24154714256172,-23.449282855370317,8.655396190082293,-0.0730213151328699,0.1178870727287123,84580777
54,20201124,2006,2544,12,0.0,0.0,-34.72464142768516,17.7922642871914,-31.0,-12.413849047520573,-24.449282855370317,8.24154714256172,-0.0777805671223616,0.12659858480917,84580777
55,20201125,1824,2326,10,0.0,0.0,-34.24154714256172,14.689207619835415,-33.0,-11.930754762397134,-25.62158476032917,7.413849047520573,-0.0753670949298562,0.122090608607438,84580777
56,20201126,1893,2042,11,0.0,0.0,-48.20611333471197,-13.929132384300512,-54.0,-30.2399247644651,-35.06924523760287,14.689207619835415,-0.2180648514569687,0.1722097237633558,84580777
57,20201127,1494,1907,10,0.0,0.0,-46.41384904752057,-1.8969433326440122,-46.0,-26.689207619835415,-28.793886665288024,14.586150952479427,-0.2381494735521288,0.1655597766616639,84580777
58,20201128,1378,2138,8,0.0,0.0,-39.72464142768516,16.723019049588537,-36.0,-15.586150952479427,-17.310792380164585,10.0,-0.1361163449294158,0.1353177396738741,84580777
59,20201129,1425,4735,11,0.0,0.0,-33.483094285123435,13.689207619835415,-31.0,-13.103056667355988,-2.6553961900822927,6.7584528574382805,-0.1208975192030927,0.1411497848676656,84580777
60,20201130,974,1992,7,0.0,0.0,-34.72464142768516,15.37841523967083,-31.0,-16.310792380164585,-26.518528092973185,9.483094285123439,-0.1068022904297746,0.1222669728611029,84580777
61,20201201,1187,1988,7,0.0,0.0,-33.72464142768516,18.309170002067965,-30.0,-13.896943332644012,-28.48471666322006,9.310792380164585,-0.0992872384962838,0.1267605819803476,84580777
62,20201202,1228,2084,8,0.0,0.0,-21.48309428512344,20.964566192150258,-19.0,-12.0,-19.276980950411463,7.2415471425617195,-0.0855653114449397,0.1201708389973764,84580777
63,20201203,1273,1708,14,0.0,0.0,-24.827698095041146,19.033811429753122,-24.0,-15.0,-20.863131902890892,8.827698095041146,-0.1081401395322958,0.124976941781937,84580777
64,20201204,1230,1715,8,0.0,0.0,-24.24154714256172,19.206113334711976,-23.0,-14.586150952479427,-19.276980950411463,10.24154714256172,-0.1097835652625891,0.1263159686728818,84580777
65,20201205,1226,1803,7,0.0,0.0,-23.13849047520573,17.136868097109108,-19.0,-11.413849047520573,-10.724641427685158,7.0,-0.0550297850286951,0.1173340492654731,84580777
66,20201206,1289,1907,11,0.0,0.0,-15.310792380164585,12.619962382232549,-12.0,-10.172301904958854,-2.069245237602866,4.586150952479427,-0.0573203454873676,0.1296524663867772,84580777
67,20201207,833,1457,7,0.0,0.0,-20.655396190082293,16.86150952479427,-19.0,-11.827698095041146,-20.276980950411463,7.2415471425617195,-0.0557308083279963,0.1155700527578506,84580777
68,20201208,1233,1505,7,0.0,0.0,-23.896943332644014,9.550717144629683,-21.0,-21.655396190082293,-25.276980950411463,11.24154714256172,-0.1465459292578974,0.137865864876129,84580777
69,20201209,1339,1538,6,0.0,0.0,-16.069245237602864,22.550717144629683,-14.0,-4.0,-19.276980950411463,6.827698095041146,-0.0537847713399464,0.1147081584001055,84580777
70,20201210,1181,1363,4,0.0,0.0,-16.896943332644014,21.550717144629687,-14.0,-2.6553961900822927,-20.690829997932035,8.413849047520573,-0.0378841474960675,0.11376330348384,84580777
71,20201211,1132,1021,5,0.0,0.0,-17.48309428512344,21.37841523967083,-15.0,-2.2415471425617195,-19.10467904545261,10.413849047520573,-0.0524437174920963,0.1163988959427506,84580777
72,20201212,1145,1230,7,0.0,0.0,-20.2077357128086,17.723019049588537,-14.0,-6.069245237602866,-18.896943332644014,10.172301904958854,-0.0484878766010863,0.1166408574662301,84580777
73,20201213,1079,1222,9,0.0,0.0,-11.380037617767451,11.033811429753122,-6.0,-3.413849047520573,1.1030566673559878,6.7584528574382805,-0.0575105386936797,0.1276231785374825,84580777
74,20201214,689,1172,5,0.0,0.0,-20.13849047520573,15.964566192150256,-16.0,-8.310792380164585,-16.10467904545261,11.827698095041146,-0.0826240028191039,0.1176290605013004,84580777
75,20201215,991,1159,8,0.0,0.0,-17.724641427685157,19.37841523967083,-14.0,-5.069245237602866,-17.10467904545261,10.413849047520573,-0.0691865793486385,0.1218167647381626,84580777
76,20201216,1014,1337,6,0.0,0.0,-17.13849047520573,21.964566192150258,-13.0,-2.069245237602866,-16.276980950411463,9.827698095041146,-0.0692604641756838,0.1155510470245502,84580777
77,20201217,1043,1015,5,0.0,0.0,-18.310792380164585,19.964566192150258,-15.0,-3.896943332644012,-17.690829997932035,10.827698095041146,-0.0678349354593893,0.1164596342099103,84580777
78,20201218,1009,1216,2,0.0,0.0,-17.896943332644014,20.964566192150258,-15.0,-3.6553961900822927,-16.518528092973185,11.413849047520573,-0.069394625671741,0.1181760416869899,84580777
79,20201219,1106,1218,8,0.0,0.0,-19.62158476032917,17.309170002067965,-13.0,-2.896943332644012,-7.966188570246878,9.0,-0.0362308767816119,0.112860575423775,84580777
80,20201220,1030,1232,5,0.0,0.0,-9.966188570246878,10.206113334711976,-5.0,-0.8276980950411463,1.6892076198354147,6.172301904958854,-0.0308671129736724,0.1217400087808368,84580777
81,20201221,530,1034,4,0.0,0.0,-18.13849047520573,17.964566192150258,-14.0,-3.7246414276851585,-15.518528092973183,10.827698095041146,-0.0541682131896234,0.1125451459885501,84580777
82,20201222,1019,1047,7,0.0,0.0,-17.966188570246878,17.964566192150258,-13.0,-4.483094285123439,-16.518528092973185,10.827698095041146,-0.0724383269749343,0.1224269465008579,84580777
83,20201223,1014,1063,7,0.0,0.0,-16.552339522726307,22.30917000206796,-12.0,-0.06924523760286583,-15.690829997932036,9.413849047520573,-0.064324892338953,0.1169251996522803,84580777
84,20201224,931,739,6,0.0,0.0,-14.380037617767451,27.48147190702682,-9.0,3.033811429753122,-20.276980950411463,8.827698095041146,-0.0397246476290942,0.1128703925378931,84580777
85,20201225,873,845,5,0.0,0.0,-10.380037617767451,20.7922642871914,-5.0,-3.896943332644012,-38.96618857024688,14.0,-0.0988016079770702,0.118881058645394,84580777
86,20201226,599,978,3,0.0,0.0,-18.863131902890892,14.481471907026817,-11.0,-7.552339522726305,-16.552339522726307,11.0,-0.0799043139980849,0.1192116612327881,84580777
